"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","Enabled","Native","FlushEarly","Reference","JVM","Methods","CILabel","Dedicated","TestKIR","Common","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"71271.66666666667","81498","11206.961065932785","59291","81498","43449.19611734669","99094.13721598664","commonmain-plain-jar","3001.4414","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","System.String[]","ci-windows-small","False","System.Boolean[]","True","True","2026-05-09 02:43:47","fa638b5bf102e310894eb4c4303bfe89993b4901","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.5","130","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7960.1322","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","System.String[]","ci-windows-small","False","System.Boolean[]","True","True","2026-05-09 02:43:47","fa638b5bf102e310894eb4c4303bfe89993b4901","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.5","130","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12447.666666666666","13317","753.3135690622686","11987","13317","10577.485761572781","14317.84757176055","commonmain-plain-win-exe","95855.5903","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","System.String[]","ci-windows-small","False","System.Boolean[]","True","True","2026-05-09 02:43:47","fa638b5bf102e310894eb4c4303bfe89993b4901","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.5","130","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"120134","126816","5787.529006406793","116700","126816","105765.84485189557","134502.15514810444","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3244.7327","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","System.String[]","ci-windows-small","False","System.Boolean[]","True","True","2026-05-09 02:43:47","fa638b5bf102e310894eb4c4303bfe89993b4901","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.5","130","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5385.3582","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","System.String[]","ci-windows-small","False","System.Boolean[]","True","True","2026-05-09 02:43:47","fa638b5bf102e310894eb4c4303bfe89993b4901","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.5","130","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"75356.66666666667","75759","351.5200326202382","75109","75759","74483.98086919366","76229.35246413968","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","88266.683","3","False","20","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","System.String[]","ci-windows-small","False","System.Boolean[]","True","True","2026-05-09 02:43:47","fa638b5bf102e310894eb4c4303bfe89993b4901","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.5","130","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
