"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Dedicated","FlushEarly","InstrumentPropertyAccessors","CILabel","Reference","JS","TestKIR","Common","Methods","Enabled","Native","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"113452","196951","73215.41511867566","60238","196951","-68313.04039866966","295217.04039866966","commonmain-plain-jar","2750.0904","3","False","20","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","2026-08-17 01:08:29","05bba04b11a00e3a9887c0e041a5cd05c4cebff8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.41","High performance","0.66","130","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8412.2941","3","False","20","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","2026-08-17 01:08:29","05bba04b11a00e3a9887c0e041a5cd05c4cebff8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.41","High performance","0.66","130","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11424.666666666666","11621","191.2232552105871","11239","11621","10949.934635820726","11899.398697512606","commonmain-plain-win-exe","95955.5267","3","False","20","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","2026-08-17 01:08:29","05bba04b11a00e3a9887c0e041a5cd05c4cebff8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.41","High performance","0.66","130","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"127180.33333333333","129646","2571.877977924562","124514","129646","120795.37322895958","133565.29343770706","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3753.7453","3","False","20","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","2026-08-17 01:08:29","05bba04b11a00e3a9887c0e041a5cd05c4cebff8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.41","High performance","0.66","130","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5602.5203","3","False","20","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","2026-08-17 01:08:29","05bba04b11a00e3a9887c0e041a5cd05c4cebff8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.41","High performance","0.66","130","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"80368","83597","4331.210800688417","75446","83597","69615.30939671377","91120.69060328623","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","82257.7392","3","False","20","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","2026-08-17 01:08:29","05bba04b11a00e3a9887c0e041a5cd05c4cebff8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.51","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.41","High performance","0.66","130","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
