"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","FlushEarly","Native","Dedicated","JS","Enabled","JVM","Reference","TestKIR","Methods","CILabel","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"107219","117541","9363.797680428599","99270","117541","83972.37822083963","130465.62177916037","commonmain-plain-jar","2856.5123","3","False","20","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.String[]","ci-windows-small","True","2026-06-16 03:57:38","1fe500e06913de8373267cd1db50bbe172470b7c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.49","High performance","0.1","144","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7989.4905","3","False","20","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.String[]","ci-windows-small","True","2026-06-16 03:57:38","1fe500e06913de8373267cd1db50bbe172470b7c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.49","High performance","0.1","144","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12082.333333333334","12227","162.82608308662753","11906","12227","11678.10029685836","12486.566369808308","commonmain-plain-win-exe","95458.8579","3","False","20","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.String[]","ci-windows-small","True","2026-06-16 03:57:38","1fe500e06913de8373267cd1db50bbe172470b7c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.49","High performance","0.1","144","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"115484.66666666667","117735","2550.6215582350383","112714","117735","109152.47788070087","121816.85545263247","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3399.5718","3","False","20","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.String[]","ci-windows-small","True","2026-06-16 03:57:38","1fe500e06913de8373267cd1db50bbe172470b7c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.49","High performance","0.1","144","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5184.3893","3","False","20","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.String[]","ci-windows-small","True","2026-06-16 03:57:38","1fe500e06913de8373267cd1db50bbe172470b7c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.49","High performance","0.1","144","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"83290.66666666667","90240","7285.544683366737","75710","90240","65203.52857488689","101377.80475844645","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47580.168","3","False","20","System.Boolean[]","System.Boolean[]","True","False","True","System.Boolean[]","True","True","System.Boolean[]","System.String[]","ci-windows-small","True","2026-06-16 03:57:38","1fe500e06913de8373267cd1db50bbe172470b7c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.49","High performance","0.1","144","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
