"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","Enabled","Dedicated","TestKIR","Common","FlushEarly","InstrumentPropertyAccessors","Native","Reference","JVM","CILabel","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"71333","76370","6044.713971727695","64630","76370","56326.35587336951","86339.64412663049","commonmain-plain-jar","2647.4322","3","False","20","System.String[]","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","True","2026-07-19 02:34:00","58aff68dd43dc8ff73d260566468767e0f828d7b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7950.9338","3","False","20","System.String[]","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","True","2026-07-19 02:34:00","58aff68dd43dc8ff73d260566468767e0f828d7b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12225.333333333334","12319","83.42861219829402","12159","12319","12018.212946976886","12432.453719689782","commonmain-plain-win-exe","110141.7454","3","False","20","System.String[]","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","True","2026-07-19 02:34:00","58aff68dd43dc8ff73d260566468767e0f828d7b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"125263.33333333333","145173","17883.662441830347","110562","145173","80865.24283631859","169661.42383034807","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3901.2857","3","False","20","System.String[]","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","True","2026-07-19 02:34:00","58aff68dd43dc8ff73d260566468767e0f828d7b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5370.6371","3","False","20","System.String[]","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","True","2026-07-19 02:34:00","58aff68dd43dc8ff73d260566468767e0f828d7b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"86091.33333333333","106810","17959.620996372207","74957","106810","41504.66766109699","130677.99900556967","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","46055.0073","3","False","20","System.String[]","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","True","2026-07-19 02:34:00","58aff68dd43dc8ff73d260566468767e0f828d7b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.09","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
