"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","CILabel","TestKIR","InstrumentPropertyAccessors","Native","Dedicated","Reference","JS","Enabled","JVM","FlushEarly","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"104316","122756","30536.567980046482","69068","122756","28505.728303349286","180126.2716966507","commonmain-plain-jar","2018.4729","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","True","System.Boolean[]","True","2026-08-30 02:14:11","c40681b7408c8b194f89eec8a60679272ecfbdd8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.74","145","82","0.04","160","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6470.7725","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","True","System.Boolean[]","True","2026-08-30 02:14:11","c40681b7408c8b194f89eec8a60679272ecfbdd8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.74","145","82","0.04","160","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"13512.666666666666","16626","2721.223499335057","11588","16626","6756.940451241874","20268.39288209146","commonmain-plain-linux-exe","17591.502","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","True","System.Boolean[]","True","2026-08-30 02:14:11","c40681b7408c8b194f89eec8a60679272ecfbdd8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.74","145","82","0.04","160","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"140990.66666666666","197219","49705.23143828357","102907","197219","17592.153037256285","264389.18029607704","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2526.001","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","True","System.Boolean[]","True","2026-08-30 02:14:11","c40681b7408c8b194f89eec8a60679272ecfbdd8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.74","145","82","0.04","160","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4555.4963","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","True","System.Boolean[]","True","2026-08-30 02:14:11","c40681b7408c8b194f89eec8a60679272ecfbdd8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.74","145","82","0.04","160","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"50233.666666666664","53569","3734.4377533081647","46199","53569","40962.52850544587","59504.804827887456","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20527.8239","3","False","20","System.String[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","True","System.Boolean[]","True","2026-08-30 02:14:11","c40681b7408c8b194f89eec8a60679272ecfbdd8","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.74","145","82","0.04","160","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
