"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","Common","Methods","JS","Enabled","FlushEarly","Dedicated","InstrumentPropertyAccessors","JVM","Native","TestKIR","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"105130.66666666667","163992","51033.29620290398","73270","163992","-21564.90872496956","231826.24205830292","commonmain-plain-jar","3565.7676","3","False","20","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-04-14 02:29:37","1ca22fe17f01d36048ee45e5dfc6780a2d9f5045","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.2","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","10771.7438","3","False","20","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-04-14 02:29:37","1ca22fe17f01d36048ee45e5dfc6780a2d9f5045","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.2","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12758.666666666666","12810","64.69415223444337","12686","12810","12598.056565974199","12919.276767359133","commonmain-plain-win-exe","108199.5537","3","False","20","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-04-14 02:29:37","1ca22fe17f01d36048ee45e5dfc6780a2d9f5045","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.2","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"111530","120509","12912.474704718688","96732","120509","79473.41078930366","143586.58921069634","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3452.3475","3","False","20","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-04-14 02:29:37","1ca22fe17f01d36048ee45e5dfc6780a2d9f5045","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.2","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5548.5317","3","False","20","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-04-14 02:29:37","1ca22fe17f01d36048ee45e5dfc6780a2d9f5045","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.2","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"84786.66666666667","93111","7217.310741081704","80280","93111","66868.92658015527","102704.40675317807","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","50753.2676","3","False","20","True","True","System.String[]","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","2026-04-14 02:29:37","1ca22fe17f01d36048ee45e5dfc6780a2d9f5045","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.23","High performance","0.2","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
