"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","InstrumentPropertyAccessors","Methods","Native","CILabel","Enabled","Reference","JS","Common","TestKIR","Dedicated","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"89650","111529","23674.919450760546","64516","111529","30874.499192860974","148425.50080713903","commonmain-plain-jar","1887.8717","3","False","20","True","System.Boolean[]","System.String[]","True","ci-linux-small","System.Boolean[]","True","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-26 02:05:12","7c15faf049905545bf5fc987b686711e80975b16","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.88","145","86","0.02","160","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5834.3578","3","False","20","True","System.Boolean[]","System.String[]","True","ci-linux-small","System.Boolean[]","True","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-26 02:05:12","7c15faf049905545bf5fc987b686711e80975b16","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.88","145","86","0.02","160","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11345.333333333334","11811","412.66249324760946","11025","11811","10320.854886621166","12369.811780045502","commonmain-plain-linux-exe","15412.2933","3","False","20","True","System.Boolean[]","System.String[]","True","ci-linux-small","System.Boolean[]","True","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-26 02:05:12","7c15faf049905545bf5fc987b686711e80975b16","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.88","145","86","0.02","160","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"121924.66666666667","162218","35159.11168293837","97477","162218","34638.43950983256","209210.89382350078","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2088.912","3","False","20","True","System.Boolean[]","System.String[]","True","ci-linux-small","System.Boolean[]","True","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-26 02:05:12","7c15faf049905545bf5fc987b686711e80975b16","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.88","145","86","0.02","160","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4119.7905","3","False","20","True","System.Boolean[]","System.String[]","True","ci-linux-small","System.Boolean[]","True","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-26 02:05:12","7c15faf049905545bf5fc987b686711e80975b16","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.88","145","86","0.02","160","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"49737.666666666664","59190","8219.656095806768","44268","59190","29331.497830557866","70143.83550277546","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","18971.8595","3","False","20","True","System.Boolean[]","System.String[]","True","ci-linux-small","System.Boolean[]","True","True","True","System.Boolean[]","False","System.Boolean[]","2026-05-26 02:05:12","7c15faf049905545bf5fc987b686711e80975b16","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.88","145","86","0.02","160","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
