"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","TestKIR","CILabel","JVM","JS","Dedicated","Common","Reference","Native","InstrumentPropertyAccessors","Methods","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"71606","77346","8073.76888448016","62374","77346","51562.01165303339","91649.98834696661","commonmain-plain-jar","8372.6938","3","False","20","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","2026-04-23 11:10:14","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.61","High performance","0.17","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"408227","672278","228793.0444899932","268849","672278","-159776.0210475499","976230.0210475499","commonmain-plain-node","9378.2876","3","False","20","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","2026-04-23 11:10:14","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.61","High performance","0.17","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13028","15888","2477.765929219304","11530","15888","6876.683047238313","19179.31695276169","commonmain-plain-win-exe","138915.6068","3","False","20","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","2026-04-23 11:10:14","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.61","High performance","0.17","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"135793","149464","15008.783461693356","119733","149464","98532.10176118491","173053.89823881508","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","8206.0673","3","False","20","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","2026-04-23 11:10:14","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.61","High performance","0.17","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"4423352.666666667","4485517","96775.19515006588","4311852","4485517","4183097.9712923598","4663607.362040974","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6195.2305","3","False","20","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","2026-04-23 11:10:14","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.61","High performance","0.17","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"91282.66666666667","104269","11335.598013926452","83371","104269","63140.84123817363","119424.49209515972","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","83752.406","3","False","20","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","False","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","2026-04-23 11:10:14","5dcd4a87bb55edc505f0f32e7d5931e88dc7a881","ps1-to-py","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","13.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.61","High performance","0.17","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
