"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","JVM","CILabel","Native","IOA","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"38443.666666666664","40148","1624.4772492507652","36913","40148","34410.72944493305","42476.60388840028","commonmain_plain_jar","1005.3408","3","False","5","True","True","ci-linux-small","True","True","True","2026-04-10 17:36:26","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.65","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"51807","58174","6272.727237812912","45633","58174","36234.288734991154","67379.71126500884","commonmain_ioa_jar","1850.8206","3","False","5","True","True","ci-linux-small","True","True","True","2026-04-10 17:36:26","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.65","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3578.3333333333335","3623","41.86088070422472","3540","3623","3474.409253138008","3682.257413528659","commonmain_plain_exe","1046.5766","3","False","5","True","True","ci-linux-small","True","True","True","2026-04-10 17:36:26","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.65","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3518.6666666666665","3615","130.61521095696833","3370","3615","3194.400539679725","3842.932793653608","commonmain_ioa_exe","2949.2331","3","False","5","True","True","ci-linux-small","True","True","True","2026-04-10 17:36:26","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.65","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_plain_node","884.1631","3","False","5","True","True","ci-linux-small","True","True","True","2026-04-10 17:36:26","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.65","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_ioa_node","4356.3221","3","False","5","True","True","ci-linux-small","True","True","True","2026-04-10 17:36:26","671d776654cf849fa9a2a3a698dd1d27f2e4650d","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","12.65","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
