"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","Enabled","TestKIR","Methods","Dedicated","FlushEarly","Native","CILabel","InstrumentPropertyAccessors","Reference","JVM","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"81308.33333333333","125755","38495.49535118795","58562","125755","-14260.82046213097","176877.48712879763","commonmain-plain-jar","1996.2759","3","False","20","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","True","ci-linux-small","System.Boolean[]","True","True","True","2026-06-01 02:36:08","079d74bd9f327f049413030032da7b1e3db9e6b7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.94","145","86","0.05","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6229.1608","3","False","20","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","True","ci-linux-small","System.Boolean[]","True","True","True","2026-06-01 02:36:08","079d74bd9f327f049413030032da7b1e3db9e6b7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.94","145","86","0.05","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"9809.666666666666","11090","1109.009618233013","9148","11090","7056.432559697595","12562.900773635738","commonmain-plain-linux-exe","16616.0602","3","False","20","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","True","ci-linux-small","System.Boolean[]","True","True","True","2026-06-01 02:36:08","079d74bd9f327f049413030032da7b1e3db9e6b7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.94","145","86","0.05","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"142962.33333333334","162928","22949.1589025248","117890","162928","85988.61013212614","199936.05653454055","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2369.2623","3","False","20","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","True","ci-linux-small","System.Boolean[]","True","True","True","2026-06-01 02:36:08","079d74bd9f327f049413030032da7b1e3db9e6b7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.94","145","86","0.05","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4081.7245","3","False","20","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","True","ci-linux-small","System.Boolean[]","True","True","True","2026-06-01 02:36:08","079d74bd9f327f049413030032da7b1e3db9e6b7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.94","145","86","0.05","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"52646.333333333336","64287","10094.412530372105","46308","64287","27585.88262893103","77706.78403773563","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","19659.3928","3","False","20","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","True","ci-linux-small","System.Boolean[]","True","True","True","2026-06-01 02:36:08","079d74bd9f327f049413030032da7b1e3db9e6b7","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.94","145","86","0.05","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
