"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Native","Dedicated","JS","Methods","JVM","InstrumentPropertyAccessors","FlushEarly","Common","Reference","Enabled","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"93585.33333333333","125873","27980.628483530054","76419","125873","24120.45276897108","163050.2138976956","commonmain-plain-jar","2767.5726","3","False","20","System.Boolean[]","True","False","True","System.String[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","2026-04-16 13:01:28","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.67","145","90","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6782.7675","3","False","20","System.Boolean[]","True","False","True","System.String[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","2026-04-16 13:01:28","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.67","145","90","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"9057.333333333334","10585","1332.3401717779634","8136","10585","5749.657418972249","12365.00924769442","commonmain-plain-linux-exe","17267.0292","3","False","20","System.Boolean[]","True","False","True","System.String[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","2026-04-16 13:01:28","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.67","145","90","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"101545","106754","5197.538167248029","96359","106754","88641.55974206878","114448.44025793122","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4303.0813","3","False","20","System.Boolean[]","True","False","True","System.String[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","2026-04-16 13:01:28","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.67","145","90","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4618.453","3","False","20","System.Boolean[]","True","False","True","System.String[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","2026-04-16 13:01:28","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.67","145","90","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"56053.333333333336","68601","10917.3534491347","48728","68601","28949.844436739637","83156.82222992703","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","21634.9931","3","False","20","System.Boolean[]","True","False","True","System.String[]","True","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","ci-linux-small","2026-04-16 13:01:28","e1cd4b979dd85f9ec1fe6c2bdc7d4832baf3c561","BSC_IOA","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","14.67","145","90","0.03","162","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
