"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","JS","Methods","CILabel","Enabled","Native","JVM","Dedicated","InstrumentPropertyAccessors","Reference","FlushEarly","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"62953.666666666664","68530","4964.632144815297","59014","68530","50628.44033414937","75278.89299918397","commonmain-plain-jar","1873.7786","3","False","20","True","True","System.String[]","ci-linux-small","System.Boolean[]","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","2026-05-17 01:58:55","f9c611a2f66cfba2a7b3a5d0c73c1f53e19a29d0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","13.85","145","86","0.02","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5648.4892","3","False","20","True","True","System.String[]","ci-linux-small","System.Boolean[]","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","2026-05-17 01:58:55","f9c611a2f66cfba2a7b3a5d0c73c1f53e19a29d0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","13.85","145","86","0.02","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"6700","7235","484.1580320515193","6292","7235","5498.026288418364","7901.973711581636","commonmain-plain-linux-exe","15292.6529","3","False","20","True","True","System.String[]","ci-linux-small","System.Boolean[]","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","2026-05-17 01:58:55","f9c611a2f66cfba2a7b3a5d0c73c1f53e19a29d0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","13.85","145","86","0.02","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"98557.33333333333","104274","4966.830914510109","95300","104274","86226.64832163273","110888.01834503392","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2097.3133","3","False","20","True","True","System.String[]","ci-linux-small","System.Boolean[]","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","2026-05-17 01:58:55","f9c611a2f66cfba2a7b3a5d0c73c1f53e19a29d0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","13.85","145","86","0.02","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3774.8714","3","False","20","True","True","System.String[]","ci-linux-small","System.Boolean[]","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","2026-05-17 01:58:55","f9c611a2f66cfba2a7b3a5d0c73c1f53e19a29d0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","13.85","145","86","0.02","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"43394.333333333336","44593","1056.2321398884496","42600","44593","40772.12491908061","46016.54174758606","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","17422.9952","3","False","20","True","True","System.String[]","ci-linux-small","System.Boolean[]","True","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","2026-05-17 01:58:55","f9c611a2f66cfba2a7b3a5d0c73c1f53e19a29d0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","15.61","13.85","145","86","0.02","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
