"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","TestKIR","Reference","Methods","Enabled","FlushEarly","InstrumentPropertyAccessors","JS","Common","Dedicated","Native","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"141035.66666666666","238235","84595.46801887991","84033","238235","-68981.56313490093","351052.89646823425","commonmain-plain-jar","2657.8247","3","False","20","True","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","False","True","ci-windows-small","2026-07-18 02:15:19","7d60675d431f560f59d9326d900145a57241a344","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.08","144","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7373.0345","3","False","20","True","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","False","True","ci-windows-small","2026-07-18 02:15:19","7d60675d431f560f59d9326d900145a57241a344","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.08","144","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13929","16358","2103.8585979100403","12680","16358","8705.947690286837","19152.052309713163","commonmain-plain-win-exe","88023.1544","3","False","20","True","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","False","True","ci-windows-small","2026-07-18 02:15:19","7d60675d431f560f59d9326d900145a57241a344","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.08","144","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"111553.33333333333","113496","1776.014170363889","110013","113496","107144.18961815335","115962.4770485133","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3619.0494","3","False","20","True","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","False","True","ci-windows-small","2026-07-18 02:15:19","7d60675d431f560f59d9326d900145a57241a344","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.08","144","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4781.6098","3","False","20","True","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","False","True","ci-windows-small","2026-07-18 02:15:19","7d60675d431f560f59d9326d900145a57241a344","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.08","144","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"81683.33333333333","94998","11534.872618860312","74721","94998","53046.787543595034","110319.87912307162","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","43345.5242","3","False","20","True","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","False","True","ci-windows-small","2026-07-18 02:15:19","7d60675d431f560f59d9326d900145a57241a344","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.25","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.68","High performance","0.08","144","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
