"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","TestKIR","Dedicated","FlushEarly","Methods","Enabled","Reference","JVM","InstrumentPropertyAccessors","JS","CILabel","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"95131.33333333333","125828","26951.168756351428","75350","125828","28222.195826578856","162040.4708400878","commonmain-plain-jar","1981.8797","3","False","20","True","System.Boolean[]","False","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","True","2026-04-12 12:05:28","7299e0c1a5b6768a49f80e8d2173bfa446b48a5b","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6533.422","3","False","20","True","System.Boolean[]","False","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","True","2026-04-12 12:05:28","7299e0c1a5b6768a49f80e8d2173bfa446b48a5b","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11677","12135","398.9636574927596","11405","12135","10686.530367283614","12667.469632716386","commonmain-plain-linux-exe","17503.3149","3","False","20","True","System.Boolean[]","False","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","True","2026-04-12 12:05:28","7299e0c1a5b6768a49f80e8d2173bfa446b48a5b","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"121500.66666666667","127310","5042.573384030552","118255","127310","108981.9429337492","134019.39039958414","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2231.7511","3","False","20","True","System.Boolean[]","False","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","True","2026-04-12 12:05:28","7299e0c1a5b6768a49f80e8d2173bfa446b48a5b","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4444.5933","3","False","20","True","System.Boolean[]","False","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","True","2026-04-12 12:05:28","7299e0c1a5b6768a49f80e8d2173bfa446b48a5b","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47676.666666666664","49023","1475.662675997917","46099","49023","44013.177420818596","51340.15591251473","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","21924.3721","3","False","20","True","System.Boolean[]","False","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","True","ci-linux-small","True","2026-04-12 12:05:28","7299e0c1a5b6768a49f80e8d2173bfa446b48a5b","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","86","0.02","161","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
