"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","JVM","Methods","CILabel","InstrumentPropertyAccessors","Reference","JS","Native","FlushEarly","TestKIR","Dedicated","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"79815.33333333333","85386","8646.919759852832","69854","85386","58348.437093981185","101282.22957268546","commonmain-plain-jar","2955.5296","3","False","20","True","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","2026-05-01 02:55:18","74b35d49b66ea2e1f6a2de2f772fa2e55a13e2f5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.42","High performance","0.15","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9283.7677","3","False","20","True","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","2026-05-01 02:55:18","74b35d49b66ea2e1f6a2de2f772fa2e55a13e2f5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.42","High performance","0.15","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"16303.666666666666","18881","2408.1530959084253","14111","18881","10325.170962524659","22282.162370808674","commonmain-plain-win-exe","96065.6823","3","False","20","True","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","2026-05-01 02:55:18","74b35d49b66ea2e1f6a2de2f772fa2e55a13e2f5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.42","High performance","0.15","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"120071","131379","9888.240945688975","113048","131379","95522.39214123675","144619.60785876325","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4534.4481","3","False","20","True","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","2026-05-01 02:55:18","74b35d49b66ea2e1f6a2de2f772fa2e55a13e2f5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.42","High performance","0.15","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","8750.5604","3","False","20","True","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","2026-05-01 02:55:18","74b35d49b66ea2e1f6a2de2f772fa2e55a13e2f5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.42","High performance","0.15","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"81647.33333333333","92396","9312.620755369206","76000","92396","58527.76370344811","104766.90296321854","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","58766.5267","3","False","20","True","True","System.String[]","ci-windows-small","System.Boolean[]","True","True","True","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","2026-05-01 02:55:18","74b35d49b66ea2e1f6a2de2f772fa2e55a13e2f5","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.42","High performance","0.15","135","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
