"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","TestKIR","FlushEarly","JS","Methods","InstrumentPropertyAccessors","Enabled","JVM","Dedicated","Reference","Common","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"93543","110592","15087.100549807441","81917","110592","56087.67127599421","130998.32872400578","commonmain-plain-jar","3256.399","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","ci-windows-small","2026-07-10 02:52:47","e2b44f50c6b007d081ee91b25a8f8484aec1e4db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.44","High performance","0.43","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7531.4931","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","ci-windows-small","2026-07-10 02:52:47","e2b44f50c6b007d081ee91b25a8f8484aec1e4db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.44","High performance","0.43","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12362","13198","836.5004482963533","11525","13198","10285.29883629509","14438.70116370491","commonmain-plain-win-exe","104763.5591","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","ci-windows-small","2026-07-10 02:52:47","e2b44f50c6b007d081ee91b25a8f8484aec1e4db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.44","High performance","0.43","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"154069.33333333334","166947","11508.1920531999","144791","166947","125499.02488018958","182639.64178647712","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4157.8143","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","ci-windows-small","2026-07-10 02:52:47","e2b44f50c6b007d081ee91b25a8f8484aec1e4db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.44","High performance","0.43","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","8404.1702","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","ci-windows-small","2026-07-10 02:52:47","e2b44f50c6b007d081ee91b25a8f8484aec1e4db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.44","High performance","0.43","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"88486.66666666667","105628","15038.224540594323","77512","105628","51152.67782408815","125820.6555092452","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","103073.767","3","False","20","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","ci-windows-small","2026-07-10 02:52:47","e2b44f50c6b007d081ee91b25a8f8484aec1e4db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.44","High performance","0.43","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
