"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","JVM","TestKIR","Enabled","Common","Methods","Dedicated","FlushEarly","JS","CILabel","InstrumentPropertyAccessors","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"87433.66666666667","134085","40765.70736947089","58669","134085","-13771.529464252308","188638.86279758567","commonmain-plain-jar","2366.7946","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","2026-07-09 02:50:15","09b6d9899128cbdf3a1c2efe2390c98d3079dcb0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.84","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.61","High performance","0.92","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6672.4907","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","2026-07-09 02:50:15","09b6d9899128cbdf3a1c2efe2390c98d3079dcb0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.84","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.61","High performance","0.92","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11899.666666666666","12025","175.5714479445144","11699","12025","11463.791908915722","12335.54142441761","commonmain-plain-win-exe","173420.2482","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","2026-07-09 02:50:15","09b6d9899128cbdf3a1c2efe2390c98d3079dcb0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.84","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.61","High performance","0.92","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"110924","118204","6506","105678","118204","94772.16433920487","127075.83566079513","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4608.1983","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","2026-07-09 02:50:15","09b6d9899128cbdf3a1c2efe2390c98d3079dcb0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.84","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.61","High performance","0.92","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6204.2258","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","2026-07-09 02:50:15","09b6d9899128cbdf3a1c2efe2390c98d3079dcb0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.84","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.61","High performance","0.92","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"73875.33333333333","75128","1177.1700528527444","72792","75128","70952.88371167838","76797.78295498827","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","201661.0156","3","False","20","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","False","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","2026-07-09 02:50:15","09b6d9899128cbdf3a1c2efe2390c98d3079dcb0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","INTEL(R) XEON(R) PLATINUM 8573C","2","4","2300","15.99","12.84","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.61","High performance","0.92","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
