"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","Dedicated","Enabled","InstrumentPropertyAccessors","CILabel","Reference","Native","TestKIR","JVM","JS","Methods","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"119682.33333333333","158805","51578.01475758187","61232","158805","-8365.563696259123","247730.2303629258","commonmain-plain-jar","2535.9553","3","False","20","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","True","System.String[]","True","2026-06-09 02:57:42","b24173e1a4efb04bf9d21b1560745370bfa07267","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.44","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.02","High performance","0.11","138","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7281.3369","3","False","20","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","True","System.String[]","True","2026-06-09 02:57:42","b24173e1a4efb04bf9d21b1560745370bfa07267","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.44","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.02","High performance","0.11","138","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13302","14920","1401.3204487197067","12477","14920","9823.073225356226","16780.926774643776","commonmain-plain-win-exe","94953.0383","3","False","20","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","True","System.String[]","True","2026-06-09 02:57:42","b24173e1a4efb04bf9d21b1560745370bfa07267","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.44","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.02","High performance","0.11","138","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"109726","113055","2980.599436355043","107305","113055","102326.34548621807","117125.65451378193","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3523.5459","3","False","20","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","True","System.String[]","True","2026-06-09 02:57:42","b24173e1a4efb04bf9d21b1560745370bfa07267","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.44","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.02","High performance","0.11","138","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5014.983","3","False","20","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","True","System.String[]","True","2026-06-09 02:57:42","b24173e1a4efb04bf9d21b1560745370bfa07267","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.44","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.02","High performance","0.11","138","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"82625.66666666667","90847","7122.580805672431","78319","90847","64943.10370110336","100308.22963222998","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47169.0681","3","False","20","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","ci-windows-small","True","True","System.Boolean[]","True","True","System.String[]","True","2026-06-09 02:57:42","b24173e1a4efb04bf9d21b1560745370bfa07267","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.44","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.02","High performance","0.11","138","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
