"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","CILabel","Reference","Enabled","JS","TestKIR","Methods","Dedicated","Native","FlushEarly","JVM","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"48503.333333333336","61794","14514.21128871057","33016","61794","12470.263016501078","84536.4036501656","commonmain-plain-jar","1572.3205","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","System.String[]","False","True","System.Boolean[]","True","True","2026-05-25 03:41:28","b29ed40338d7961caa4320e07698cd3b0028b65b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.47","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.4","High performance","0.2","143","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","4780.6206","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","System.String[]","False","True","System.Boolean[]","True","True","2026-05-25 03:41:28","b29ed40338d7961caa4320e07698cd3b0028b65b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.47","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.4","High performance","0.2","143","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"7213.333333333333","7391","154.45495567748333","7111","7391","6829.882509309646","7596.78415735702","commonmain-plain-win-exe","79051.7569","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","System.String[]","False","True","System.Boolean[]","True","True","2026-05-25 03:41:28","b29ed40338d7961caa4320e07698cd3b0028b65b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.47","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.4","High performance","0.2","143","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"62822.333333333336","64970","1880.6691185142945","61470","64970","58153.37259946071","67491.29406720596","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2047.9484","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","System.String[]","False","True","System.Boolean[]","True","True","2026-05-25 03:41:28","b29ed40338d7961caa4320e07698cd3b0028b65b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.47","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.4","High performance","0.2","143","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3236.8494","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","System.String[]","False","True","System.Boolean[]","True","True","2026-05-25 03:41:28","b29ed40338d7961caa4320e07698cd3b0028b65b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.47","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.4","High performance","0.2","143","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"51270","51868","910.6063913678621","50222","51868","49009.32296571728","53530.67703428272","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","28722.626","3","False","20","System.Boolean[]","ci-windows-small","True","System.Boolean[]","True","System.Boolean[]","System.String[]","False","True","System.Boolean[]","True","True","2026-05-25 03:41:28","b29ed40338d7961caa4320e07698cd3b0028b65b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.47","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.4","High performance","0.2","143","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
