"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","Common","JVM","JS","Methods","Reference","CILabel","FlushEarly","TestKIR","Dedicated","InstrumentPropertyAccessors","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"87596.66666666667","98853","17236.856451607797","67753","98853","44804.34070369626","130388.99262963708","commonmain-plain-jar","1985.5952","3","False","20","System.Boolean[]","True","True","True","System.String[]","True","ci-linux-small","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","2026-08-31 02:09:34","5d7dad4da9401f3f14f5fae7afca55533a1c94d9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.84","145","83","0.02","161","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6164.764","3","False","20","System.Boolean[]","True","True","True","System.String[]","True","ci-linux-small","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","2026-08-31 02:09:34","5d7dad4da9401f3f14f5fae7afca55533a1c94d9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.84","145","83","0.02","161","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11807.666666666666","12027","201.4183043651528","11631","12027","11307.62434401343","12307.708989319903","commonmain-plain-linux-exe","17502.9885","3","False","20","System.Boolean[]","True","True","True","System.String[]","True","ci-linux-small","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","2026-08-31 02:09:34","5d7dad4da9401f3f14f5fae7afca55533a1c94d9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.84","145","83","0.02","161","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"151018.33333333334","233882","72050.82942155027","103142","233882","-27855.499442698434","329892.1661093651","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2436.6107","3","False","20","System.Boolean[]","True","True","True","System.String[]","True","ci-linux-small","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","2026-08-31 02:09:34","5d7dad4da9401f3f14f5fae7afca55533a1c94d9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.84","145","83","0.02","161","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4719.8126","3","False","20","System.Boolean[]","True","True","True","System.String[]","True","ci-linux-small","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","2026-08-31 02:09:34","5d7dad4da9401f3f14f5fae7afca55533a1c94d9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.84","145","83","0.02","161","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"50231.666666666664","55826","4846.049559520964","47326","55826","38200.83419057517","62262.499142758155","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","21646.0534","3","False","20","System.Boolean[]","True","True","True","System.String[]","True","ci-linux-small","System.Boolean[]","System.Boolean[]","False","System.Boolean[]","True","2026-08-31 02:09:34","5d7dad4da9401f3f14f5fae7afca55533a1c94d9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.84","145","83","0.02","161","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
