"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","Reference","JVM","Enabled","FlushEarly","JS","Native","Common","CILabel","Methods","TestKIR","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"98574","130402","34407.54312647156","62066","130402","13153.62156924534","183994.37843075464","commonmain-plain-jar","3214.3547","3","False","20","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","System.Boolean[]","False","2026-09-01 18:52:46","8852d61bcb788da975d3d59d0c55da66a8656bc2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.55","High performance","0.06","144","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8643.216","3","False","20","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","System.Boolean[]","False","2026-09-01 18:52:46","8852d61bcb788da975d3d59d0c55da66a8656bc2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.55","High performance","0.06","144","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11908.666666666666","12595","594.3991363834014","11561","12595","10433.007710659404","13384.325622673929","commonmain-plain-win-exe","101565.6282","3","False","20","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","System.Boolean[]","False","2026-09-01 18:52:46","8852d61bcb788da975d3d59d0c55da66a8656bc2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.55","High performance","0.06","144","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"135373.33333333334","147047","12026.285891052703","123023","147047","105516.80192816543","165229.86473850126","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3618.4073","3","False","20","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","System.Boolean[]","False","2026-09-01 18:52:46","8852d61bcb788da975d3d59d0c55da66a8656bc2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.55","High performance","0.06","144","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5654.2282","3","False","20","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","System.Boolean[]","False","2026-09-01 18:52:46","8852d61bcb788da975d3d59d0c55da66a8656bc2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.55","High performance","0.06","144","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"89021.33333333333","101349","13193.92967744384","75105","101349","56266.0022742862","121776.66439238045","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","46637.3154","3","False","20","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","System.Boolean[]","False","2026-09-01 18:52:46","8852d61bcb788da975d3d59d0c55da66a8656bc2","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.55","High performance","0.06","144","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
