"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Dedicated","TestKIR","Common","JS","Methods","Reference","CILabel","InstrumentPropertyAccessors","FlushEarly","Native","Enabled","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"65992","75748","8507.799539246325","60115","75748","44870.48447696047","87113.51552303953","commonmain-plain-jar","3027.9271","3","False","20","False","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","2026-08-14 01:48:15","c2db73f1b239fc6fd586643fbf7115f665ba422c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.62","High performance","0.35","135","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9015.7697","3","False","20","False","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","2026-08-14 01:48:15","c2db73f1b239fc6fd586643fbf7115f665ba422c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.62","High performance","0.35","135","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11281","11402","191.67941986556616","11060","11402","10805.135491972767","11756.864508027233","commonmain-plain-win-exe","112325.056","3","False","20","False","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","2026-08-14 01:48:15","c2db73f1b239fc6fd586643fbf7115f665ba422c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.62","High performance","0.35","135","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"115597.33333333333","127389","10345.523589134255","108044","127389","89913.4727682279","141281.19389843877","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","5118.8275","3","False","20","False","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","2026-08-14 01:48:15","c2db73f1b239fc6fd586643fbf7115f665ba422c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.62","High performance","0.35","135","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6995.2641","3","False","20","False","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","2026-08-14 01:48:15","c2db73f1b239fc6fd586643fbf7115f665ba422c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.62","High performance","0.35","135","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"80508.66666666667","91409","9449.822344009084","74627","91409","57048.4795280032","103968.85380533015","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","49881.7709","3","False","20","False","System.Boolean[]","True","True","System.String[]","True","ci-windows-small","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","2026-08-14 01:48:15","c2db73f1b239fc6fd586643fbf7115f665ba422c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.31","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.62","High performance","0.35","135","True","False","7.6.4","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
