"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","CILabel","JS","FlushEarly","Native","Methods","InstrumentPropertyAccessors","JVM","Common","Dedicated","Enabled","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"90443","134193","38529.99968855437","61567","134193","-5211.814475871186","186097.8144758712","commonmain-plain-jar","2787.6587","3","False","20","True","ci-windows-small","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","False","System.Boolean[]","System.Boolean[]","2026-07-05 02:55:42","1c67475824467692a064b8b103cedbbd7043cef7","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.72","High performance","0.41","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7520.3169","3","False","20","True","ci-windows-small","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","False","System.Boolean[]","System.Boolean[]","2026-07-05 02:55:42","1c67475824467692a064b8b103cedbbd7043cef7","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.72","High performance","0.41","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12631.333333333334","12722","131.91411347287044","12480","12722","12303.842542962402","12958.824123704266","commonmain-plain-win-exe","94660.0868","3","False","20","True","ci-windows-small","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","False","System.Boolean[]","System.Boolean[]","2026-07-05 02:55:42","1c67475824467692a064b8b103cedbbd7043cef7","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.72","High performance","0.41","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"118442.66666666667","125502","6257.837991937258","113577","125502","102906.91953514949","133978.41379818384","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4058.482","3","False","20","True","ci-windows-small","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","False","System.Boolean[]","System.Boolean[]","2026-07-05 02:55:42","1c67475824467692a064b8b103cedbbd7043cef7","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.72","High performance","0.41","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5585.4352","3","False","20","True","ci-windows-small","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","False","System.Boolean[]","System.Boolean[]","2026-07-05 02:55:42","1c67475824467692a064b8b103cedbbd7043cef7","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.72","High performance","0.41","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"76290","78675","2149.0488593794234","74504","78675","70954.75806890322","81625.24193109678","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","46387.5996","3","False","20","True","ci-windows-small","True","System.Boolean[]","True","System.String[]","System.Boolean[]","True","True","False","System.Boolean[]","System.Boolean[]","2026-07-05 02:55:42","1c67475824467692a064b8b103cedbbd7043cef7","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","11.88","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.72","High performance","0.41","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
