"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","TestKIR","JS","CILabel","InstrumentPropertyAccessors","Native","Methods","Reference","JVM","Common","FlushEarly","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"128946","195788","67199.30522706317","61395","195788","-37883.40893746322","295775.4089374632","commonmain-plain-jar","3890.4212","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","System.String[]","True","True","True","System.Boolean[]","False","2026-04-29 15:01:50","e6416843e3fe2f92134eeced019a6bdfd0f0f45c","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.75","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.62","High performance","0.22","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9242.7467","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","System.String[]","True","True","True","System.Boolean[]","False","2026-04-29 15:01:50","e6416843e3fe2f92134eeced019a6bdfd0f0f45c","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.75","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.62","High performance","0.22","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12176","13711","1336.544425000531","11270","13711","8857.886580700815","15494.113419299185","commonmain-plain-win-exe","172679.4291","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","System.String[]","True","True","True","System.Boolean[]","False","2026-04-29 15:01:50","e6416843e3fe2f92134eeced019a6bdfd0f0f45c","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.75","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.62","High performance","0.22","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"117544.33333333333","122957","4788.24073468882","113861","122957","105657.01740172884","129431.64926493782","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","7089.9046","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","System.String[]","True","True","True","System.Boolean[]","False","2026-04-29 15:01:50","e6416843e3fe2f92134eeced019a6bdfd0f0f45c","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.75","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.62","High performance","0.22","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","8130.7541","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","System.String[]","True","True","True","System.Boolean[]","False","2026-04-29 15:01:50","e6416843e3fe2f92134eeced019a6bdfd0f0f45c","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.75","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.62","High performance","0.22","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"80590.33333333333","90162","8309.190835053274","75230","90162","59961.885002259616","101218.78166440704","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","102229.4223","3","False","20","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","True","System.String[]","True","True","True","System.Boolean[]","False","2026-04-29 15:01:50","e6416843e3fe2f92134eeced019a6bdfd0f0f45c","LB_otel_analysis","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.75","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","32.62","High performance","0.22","138","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
