"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Dedicated","Reference","Native","Enabled","Methods","JVM","Common","InstrumentPropertyAccessors","FlushEarly","JS","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"75704","96233","18600.655176632892","59971","96233","29525.898924670655","121882.10107532935","commonmain-plain-jar","3060.3163","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-04-30 02:48:22","4a72bc01659758c6029543044f70969ae264055b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.27","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.33","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8108.5235","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-04-30 02:48:22","4a72bc01659758c6029543044f70969ae264055b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.27","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.33","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12237.666666666666","12732","439.9731052386422","11889","12732","11145.386726460047","13329.946606873285","commonmain-plain-win-exe","90040.4744","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-04-30 02:48:22","4a72bc01659758c6029543044f70969ae264055b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.27","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.33","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"128397","146629","15789.786699002618","119167","146629","89197.17831520148","167596.82168479852","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3284.9373","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-04-30 02:48:22","4a72bc01659758c6029543044f70969ae264055b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.27","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.33","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5231.8056","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-04-30 02:48:22","4a72bc01659758c6029543044f70969ae264055b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.27","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.33","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"78185","82254","3573.4875122210797","75557","82254","69313.4378983556","87056.5621016444","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","50527.9126","3","False","20","System.Boolean[]","False","True","True","System.Boolean[]","System.String[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-04-30 02:48:22","4a72bc01659758c6029543044f70969ae264055b","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.27","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.33","High performance","0.09","144","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
