"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","Reference","Enabled","CILabel","FlushEarly","JS","Native","Methods","Common","JVM","Dedicated","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"75687","100768","21818.48590072189","61084","100768","21520.292555205095","129853.70744479491","commonmain-plain-jar","1837.8997","3","False","20","System.Boolean[]","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","System.String[]","True","True","False","System.Boolean[]","2026-05-15 02:03:16","504b02fad0edf34c1ecfef431c883ebaa4beffff","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.12","145","86","0.05","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6415.2545","3","False","20","System.Boolean[]","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","System.String[]","True","True","False","System.Boolean[]","2026-05-15 02:03:16","504b02fad0edf34c1ecfef431c883ebaa4beffff","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.12","145","86","0.05","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"9047","10401","1224.5799279753037","8017","10401","6006.850330438758","12087.149669561242","commonmain-plain-linux-exe","17852.4769","3","False","20","System.Boolean[]","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","System.String[]","True","True","False","System.Boolean[]","2026-05-15 02:03:16","504b02fad0edf34c1ecfef431c883ebaa4beffff","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.12","145","86","0.05","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"108368.66666666667","120587","10654.20312990762","101016","120587","81918.47637293827","134818.8569603951","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2325.3428","3","False","20","System.Boolean[]","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","System.String[]","True","True","False","System.Boolean[]","2026-05-15 02:03:16","504b02fad0edf34c1ecfef431c883ebaa4beffff","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.12","145","86","0.05","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4404.0704","3","False","20","System.Boolean[]","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","System.String[]","True","True","False","System.Boolean[]","2026-05-15 02:03:16","504b02fad0edf34c1ecfef431c883ebaa4beffff","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.12","145","86","0.05","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"48058.666666666664","50607","2208.352855259624","46705","50607","42576.19627023242","53541.137063100905","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","22405.6508","3","False","20","System.Boolean[]","True","System.Boolean[]","ci-linux-small","System.Boolean[]","True","True","System.String[]","True","True","False","System.Boolean[]","2026-05-15 02:03:16","504b02fad0edf34c1ecfef431c883ebaa4beffff","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.12","145","86","0.05","161","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
