"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","CILabel","InstrumentPropertyAccessors","JS","Methods","TestKIR","Enabled","JVM","Dedicated","Common","Native","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"52887.666666666664","59745","5945.997084874271","49163","59745","38126.097691189236","67649.23564214409","commonmain-plain-jar","2046.6777","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","2026-08-01 02:38:57","8839e5832cbbb19ffb5561bde9beec4dd87605c4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) 6973P-C","2","4","2600","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.18","High performance","0.23","141","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6520.7382","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","2026-08-01 02:38:57","8839e5832cbbb19ffb5561bde9beec4dd87605c4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) 6973P-C","2","4","2600","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.18","High performance","0.23","141","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11395","12032","1057.7490250527296","10174","12032","8769.025757298192","14020.974242701808","commonmain-plain-win-exe","127562.3048","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","2026-08-01 02:38:57","8839e5832cbbb19ffb5561bde9beec4dd87605c4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) 6973P-C","2","4","2600","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.18","High performance","0.23","141","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"100555","125874","22284.733047537276","83918","125874","45230.78451759723","155879.21548240277","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2605.4022","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","2026-08-01 02:38:57","8839e5832cbbb19ffb5561bde9beec4dd87605c4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) 6973P-C","2","4","2600","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.18","High performance","0.23","141","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3857.1867","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","2026-08-01 02:38:57","8839e5832cbbb19ffb5561bde9beec4dd87605c4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) 6973P-C","2","4","2600","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.18","High performance","0.23","141","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"59399.333333333336","65319","5131.5828292382985","56213","65319","46659.634203666086","72139.03246300059","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","34367.7481","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","System.Boolean[]","True","False","True","True","System.Boolean[]","2026-08-01 02:38:57","8839e5832cbbb19ffb5561bde9beec4dd87605c4","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) 6973P-C","2","4","2600","15.99","12.43","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.18","High performance","0.23","141","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
