"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","Native","JVM","FlushEarly","TestKIR","Enabled","Common","InstrumentPropertyAccessors","JS","Reference","CILabel","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"66522.33333333333","76040","8289.862745144417","60879","76040","45941.869037280354","87102.7976293863","commonmain-plain-jar","2293.6896","3","False","20","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","ci-linux-small","False","2026-07-22 01:27:07","f264ca6dacf5dae51aca64c0cbcb329f2489e8b4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.67","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6743.7114","3","False","20","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","ci-linux-small","False","2026-07-22 01:27:07","f264ca6dacf5dae51aca64c0cbcb329f2489e8b4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.67","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8875.666666666666","10185","1134.169887333169","8197","10185","6059.9695207048035","11691.36381262853","commonmain-plain-linux-exe","17769.6654","3","False","20","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","ci-linux-small","False","2026-07-22 01:27:07","f264ca6dacf5dae51aca64c0cbcb329f2489e8b4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.67","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"110969.33333333333","116686","5442.224575790063","105851","116686","97458.43309089533","124480.23357577133","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2342.263","3","False","20","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","ci-linux-small","False","2026-07-22 01:27:07","f264ca6dacf5dae51aca64c0cbcb329f2489e8b4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.67","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4638.056","3","False","20","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","ci-linux-small","False","2026-07-22 01:27:07","f264ca6dacf5dae51aca64c0cbcb329f2489e8b4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.67","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"55537.666666666664","68428","11313.572660010335","47255","68428","27450.521517427223","83624.81181590611","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20556.5837","3","False","20","System.String[]","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","True","True","ci-linux-small","False","2026-07-22 01:27:07","f264ca6dacf5dae51aca64c0cbcb329f2489e8b4","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.67","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
