"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","IOA","JS","CILabel","Native","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"78509.66666666667","88554","8910.508758389351","71556","88554","56388.38275649445","100630.95057683889","commonmain_plain_jar","1011.0415","3","False","5","True","True","True","ci-linux-small","True","True","2026-04-11 01:20:30","2d5a58e489cf861d7bc9822e0e27eef575a85820","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"63985.666666666664","77174","11425.706032159822","57079","77174","35620.13851726595","92351.19481606738","commonmain_ioa_jar","2218.1422","3","False","5","True","True","True","ci-linux-small","True","True","2026-04-11 01:20:30","2d5a58e489cf861d7bc9822e0e27eef575a85820","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3778.6666666666665","3781","4.041451884327381","3774","3781","3768.633333333333","3788.7","commonmain_plain_exe","1045.5758","3","False","5","True","True","True","ci-linux-small","True","True","2026-04-11 01:20:30","2d5a58e489cf861d7bc9822e0e27eef575a85820","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
"3733","3856","141.07799261401476","3579","3856","3382.758906846536","4083.241093153464","commonmain_ioa_exe","2537.6624","3","False","5","True","True","True","ci-linux-small","True","True","2026-04-11 01:20:30","2d5a58e489cf861d7bc9822e0e27eef575a85820","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_plain_node","880.263","3","False","5","True","True","True","ci-linux-small","True","True","2026-04-11 01:20:30","2d5a58e489cf861d7bc9822e0e27eef575a85820","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_ioa_node","6392.0087","3","False","5","True","True","True","ci-linux-small","True","True","2026-04-11 01:20:30","2d5a58e489cf861d7bc9822e0e27eef575a85820","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.62","13.25","145","84","0.12","152","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","Gradle 9.0.0","Kotlin:        2.2.0"
