"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","Reference","Common","JVM","InstrumentPropertyAccessors","CILabel","FlushEarly","Enabled","JS","Dedicated","TestKIR","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"70872.66666666667","72806","2953.442454718448","67473","72806","63540.43224271528","78204.90109061806","commonmain-plain-jar","1950.3764","3","False","20","System.String[]","True","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","2026-05-30 01:59:13","3c522f70330eb1ca99509fc89df6c18732102647","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6087.9202","3","False","20","System.String[]","True","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","2026-05-30 01:59:13","3c522f70330eb1ca99509fc89df6c18732102647","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"10319.666666666666","11246","1174.2556507563986","8999","11246","7404.452357601588","13234.880975731743","commonmain-plain-linux-exe","17881.4912","3","False","20","System.String[]","True","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","2026-05-30 01:59:13","3c522f70330eb1ca99509fc89df6c18732102647","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"163847","181819","18695.241025458858","144504","181819","117434.0795139615","210259.9204860385","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2211.4631","3","False","20","System.String[]","True","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","2026-05-30 01:59:13","3c522f70330eb1ca99509fc89df6c18732102647","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4366.4689","3","False","20","System.String[]","True","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","2026-05-30 01:59:13","3c522f70330eb1ca99509fc89df6c18732102647","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"51421.666666666664","58513","6266.997473538132","46627","58513","35863.1801497275","66980.15318360583","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20257.2326","3","False","20","System.String[]","True","True","True","System.Boolean[]","ci-linux-small","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","2026-05-30 01:59:13","3c522f70330eb1ca99509fc89df6c18732102647","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.65","145","86","0.02","161","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
