mean,median,stddev,min,max,ci95_lower,ci95_upper,executable,buildTimeMs,RepetitionCount,CleanBuild,StepCount,CILabel,Reference,Common,Dedicated,JVM,JS,Native,Enabled,FlushEarly,InstrumentPropertyAccessors,TestKIR,Methods,CollectionTimestamp,GitCommitHash,GitBranch,DeviceManufacturer,DeviceModel,IsVirtualMachine,OS,OSArchitecture,WindowsBuildNumber,TimeZone,Username,BIOSVersion,BIOSManufacturer,SecureBootEnabled,HyperVEnabled,CPU,CPUCores,CPULogicalProcessors,CPUMaxClockSpeedMHz,TotalRAMGB,AvailableRAMGB,RAMModuleCount,RAMSpeedMHz,RAMManufacturer,RAMPartNumber,RAMModuleCapacitiesGB,DiskModel,DiskSizeGB,DiskMediaType,DiskInterfaceType,SystemDriveFreeSpaceGB,PowerPlan,SystemUptimeHours,RunningProcessCount,WindowsDefenderEnabled,WindowsDefenderRealTimeProtection,PythonVersion,JavaVersion,NodeVersion,GradleVersion,KotlinVersion
95552.332,95249.5,3265.5437264094885,89080.0,107857.0,95147.53100580635,95957.13299419364,commonmain-plain-jar,8547.00000002049,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:32:29,b10852748b233104bfaa8fc1b4a1b41a06322574,BSC_IOA,Dell Inc.,Precision 5570,False,Microsoft Windows 11 Enterprise 10.0.26200,64-bit,26200,W. Europe Standard Time,lian.hoerschlaeger,1.38.0,Dell Inc.,Unknown,Unknown,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,20.68,2,4800,80AD000080AD,HMCG78MEBSA092N,16.0 + 16.0,Micron 3400 NVMe 1024GB,953.86,Fixed hard disk media,SCSI,854.62,Not available,Not available,260,True,True,3.12.10,21.0.9,v25.9.0,Gradle 9.0.0,Kotlin:        2.2.0
105151.864,102609.5,8691.08512904951,95654.0,145569.0,104074.50592562837,106229.22207437163,commonmain-plain-node,8718.99999998277,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:32:29,b10852748b233104bfaa8fc1b4a1b41a06322574,BSC_IOA,Dell Inc.,Precision 5570,False,Microsoft Windows 11 Enterprise 10.0.26200,64-bit,26200,W. Europe Standard Time,lian.hoerschlaeger,1.38.0,Dell Inc.,Unknown,Unknown,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,20.68,2,4800,80AD000080AD,HMCG78MEBSA092N,16.0 + 16.0,Micron 3400 NVMe 1024GB,953.86,Fixed hard disk media,SCSI,854.62,Not available,Not available,260,True,True,3.12.10,21.0.9,v25.9.0,Gradle 9.0.0,Kotlin:        2.2.0
175389.208,174957.5,10935.067076364661,155250.0,235054.0,174033.6830415412,176744.73295845883,commonmain-plain-win-exe,87266.00000000326,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:32:29,b10852748b233104bfaa8fc1b4a1b41a06322574,BSC_IOA,Dell Inc.,Precision 5570,False,Microsoft Windows 11 Enterprise 10.0.26200,64-bit,26200,W. Europe Standard Time,lian.hoerschlaeger,1.38.0,Dell Inc.,Unknown,Unknown,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,20.68,2,4800,80AD000080AD,HMCG78MEBSA092N,16.0 + 16.0,Micron 3400 NVMe 1024GB,953.86,Fixed hard disk media,SCSI,854.62,Not available,Not available,260,True,True,3.12.10,21.0.9,v25.9.0,Gradle 9.0.0,Kotlin:        2.2.0
312484.3,308908.5,20939.02639828395,273550.0,474463.0,309888.67139612517,315079.9286038748,commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar,6032.000000006519,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:32:29,b10852748b233104bfaa8fc1b4a1b41a06322574,BSC_IOA,Dell Inc.,Precision 5570,False,Microsoft Windows 11 Enterprise 10.0.26200,64-bit,26200,W. Europe Standard Time,lian.hoerschlaeger,1.38.0,Dell Inc.,Unknown,Unknown,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,20.68,2,4800,80AD000080AD,HMCG78MEBSA092N,16.0 + 16.0,Micron 3400 NVMe 1024GB,953.86,Fixed hard disk media,SCSI,854.62,Not available,Not available,260,True,True,3.12.10,21.0.9,v25.9.0,Gradle 9.0.0,Kotlin:        2.2.0
2439504.004,2431626.5,44657.13528541192,2361057.0,2659852.0,2433968.2481578174,2445039.759842183,commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node,6562.000000005355,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:32:29,b10852748b233104bfaa8fc1b4a1b41a06322574,BSC_IOA,Dell Inc.,Precision 5570,False,Microsoft Windows 11 Enterprise 10.0.26200,64-bit,26200,W. Europe Standard Time,lian.hoerschlaeger,1.38.0,Dell Inc.,Unknown,Unknown,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,20.68,2,4800,80AD000080AD,HMCG78MEBSA092N,16.0 + 16.0,Micron 3400 NVMe 1024GB,953.86,Fixed hard disk media,SCSI,854.62,Not available,Not available,260,True,True,3.12.10,21.0.9,v25.9.0,Gradle 9.0.0,Kotlin:        2.2.0
1296526.728,1289297.0,27864.36392789977,1244173.0,1374764.0,1293072.6256618912,1299980.8303381086,commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe,171468.99999998277,250,True,500,local,True,True,False,True,True,True,[True],[False],[False],[False],['.*'],2026-07-05 17:32:29,b10852748b233104bfaa8fc1b4a1b41a06322574,BSC_IOA,Dell Inc.,Precision 5570,False,Microsoft Windows 11 Enterprise 10.0.26200,64-bit,26200,W. Europe Standard Time,lian.hoerschlaeger,1.38.0,Dell Inc.,Unknown,Unknown,12th Gen Intel(R) Core(TM) i7-12800H,14,20,2400,31.68,20.68,2,4800,80AD000080AD,HMCG78MEBSA092N,16.0 + 16.0,Micron 3400 NVMe 1024GB,953.86,Fixed hard disk media,SCSI,854.62,Not available,Not available,260,True,True,3.12.10,21.0.9,v25.9.0,Gradle 9.0.0,Kotlin:        2.2.0
