"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","JVM","InstrumentPropertyAccessors","Native","Dedicated","FlushEarly","CILabel","Reference","Enabled","TestKIR","Common","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"48545.333333333336","53804","5506.2878905241905","42821","53804","34875.38911126555","62215.277555401124","commonmain-plain-jar","2832.619","3","False","20","System.String[]","True","System.Boolean[]","True","False","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","True","2026-08-25 00:36:24","ec5753f377c7227566c1711655c4d7fe1ef07fda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.36","145","86","0.01","161","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6808.3016","3","False","20","System.String[]","True","System.Boolean[]","True","False","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","True","2026-08-25 00:36:24","ec5753f377c7227566c1711655c4d7fe1ef07fda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.36","145","86","0.01","161","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8607.333333333334","8827","208.9792653191539","8411","8827","8088.52012245896","9126.146544207708","commonmain-plain-linux-exe","17317.5271","3","False","20","System.String[]","True","System.Boolean[]","True","False","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","True","2026-08-25 00:36:24","ec5753f377c7227566c1711655c4d7fe1ef07fda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.36","145","86","0.01","161","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"108177","125339","18371.104675549588","88798","125339","62568.78241212081","153785.2175878792","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3795.3719","3","False","20","System.String[]","True","System.Boolean[]","True","False","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","True","2026-08-25 00:36:24","ec5753f377c7227566c1711655c4d7fe1ef07fda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.36","145","86","0.01","161","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4556.765","3","False","20","System.String[]","True","System.Boolean[]","True","False","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","True","2026-08-25 00:36:24","ec5753f377c7227566c1711655c4d7fe1ef07fda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.36","145","86","0.01","161","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"45219","46730","1320.413950244392","44287","46730","41940.93219665405","48497.06780334595","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","40437.7283","3","False","20","System.String[]","True","System.Boolean[]","True","False","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","True","True","2026-08-25 00:36:24","ec5753f377c7227566c1711655c4d7fe1ef07fda","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.36","145","86","0.01","161","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
