"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","JS","Reference","FlushEarly","JVM","Methods","InstrumentPropertyAccessors","CILabel","Common","TestKIR","Dedicated","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"113169","129960","23517.930032211592","86290","129960","54783.242090015374","171554.75790998462","commonmain-plain-jar","2556.2332","3","False","20","True","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-16 02:47:17","a830abea1669bdbf21addb9a6caf22176e0bf398","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.12","High performance","0.11","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7718.8612","3","False","20","True","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-16 02:47:17","a830abea1669bdbf21addb9a6caf22176e0bf398","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.12","High performance","0.11","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13068","14251","1038.9287752295631","12304","14251","10488.749025395162","15647.250974604838","commonmain-plain-win-exe","100901.6097","3","False","20","True","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-16 02:47:17","a830abea1669bdbf21addb9a6caf22176e0bf398","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.12","High performance","0.11","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"153061.66666666666","158401","7216.159666563187","144852","158401","135146.78424484268","170976.54908849063","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3203.7264","3","False","20","True","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-16 02:47:17","a830abea1669bdbf21addb9a6caf22176e0bf398","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.12","High performance","0.11","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5053.706","3","False","20","True","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-16 02:47:17","a830abea1669bdbf21addb9a6caf22176e0bf398","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.12","High performance","0.11","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"97031.33333333333","98927","2215.360091121381","94596","98927","91531.46673000153","102531.19993666513","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47247.6686","3","False","20","True","True","True","System.Boolean[]","True","System.String[]","System.Boolean[]","ci-windows-small","True","System.Boolean[]","False","System.Boolean[]","2026-05-16 02:47:17","a830abea1669bdbf21addb9a6caf22176e0bf398","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.12","High performance","0.11","136","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
