"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","JS","Native","CILabel","Common","Dedicated","Methods","Enabled","InstrumentPropertyAccessors","JVM","Reference","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"98964.66666666667","160848","54049.83315731264","61007","160848","-35219.78194235724","233149.11527569056","commonmain-plain-jar","2934.0326","3","False","20","System.Boolean[]","True","True","ci-windows-small","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-06-01 03:55:10","4c68d401f27cd5910691d2ed039607c126b48675","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.74","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.99","High performance","2.1","137","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8712.9792","3","False","20","System.Boolean[]","True","True","ci-windows-small","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-06-01 03:55:10","4c68d401f27cd5910691d2ed039607c126b48675","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.74","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.99","High performance","2.1","137","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11479.666666666666","11594","130.82176169633755","11337","11594","11154.887755542328","11804.445577791004","commonmain-plain-win-exe","92945.577","3","False","20","System.Boolean[]","True","True","ci-windows-small","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-06-01 03:55:10","4c68d401f27cd5910691d2ed039607c126b48675","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.74","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.99","High performance","2.1","137","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"125831.33333333333","135045","8024.150816960841","120377","135045","105910.5271063142","145752.13956035246","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3461.079","3","False","20","System.Boolean[]","True","True","ci-windows-small","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-06-01 03:55:10","4c68d401f27cd5910691d2ed039607c126b48675","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.74","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.99","High performance","2.1","137","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5551.5171","3","False","20","System.Boolean[]","True","True","ci-windows-small","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-06-01 03:55:10","4c68d401f27cd5910691d2ed039607c126b48675","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.74","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.99","High performance","2.1","137","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"80897.33333333333","89637","7573.858747912674","76250","89637","62094.424969613516","99700.24169705313","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","116658.5286","3","False","20","System.Boolean[]","True","True","ci-windows-small","True","False","System.String[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-06-01 03:55:10","4c68d401f27cd5910691d2ed039607c126b48675","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","11.74","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.99","High performance","2.1","137","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
