"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","JVM","Common","Native","Methods","Dedicated","Enabled","InstrumentPropertyAccessors","TestKIR","FlushEarly","Reference","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"75572.33333333333","84276","14820.449397144923","58460","84276","38778.99440283608","112365.67226383058","commonmain-plain-jar","2581.3788","3","False","20","True","True","True","True","System.String[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-07-06 03:22:57","937f6306b72afefbe1f5d65d3fa1e14f46352bea","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.21","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7321.8662","3","False","20","True","True","True","True","System.String[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-07-06 03:22:57","937f6306b72afefbe1f5d65d3fa1e14f46352bea","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.21","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12752","12856","100.68266980965493","12655","12856","12502.044583975461","13001.955416024539","commonmain-plain-win-exe","95622.2598","3","False","20","True","True","True","True","System.String[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-07-06 03:22:57","937f6306b72afefbe1f5d65d3fa1e14f46352bea","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.21","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"111958.66666666667","131699","17237.69248865211","99880","131699","69164.26515298215","154753.0681803512","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3196.0079","3","False","20","True","True","True","True","System.String[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-07-06 03:22:57","937f6306b72afefbe1f5d65d3fa1e14f46352bea","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.21","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5451.5371","3","False","20","True","True","True","True","System.String[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-07-06 03:22:57","937f6306b72afefbe1f5d65d3fa1e14f46352bea","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.21","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"84548.33333333333","96986","10774.606922451201","78064","96986","57799.22784284802","111297.43882381864","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","46633.3192","3","False","20","True","True","True","True","System.String[]","False","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","ci-windows-small","2026-07-06 03:22:57","937f6306b72afefbe1f5d65d3fa1e14f46352bea","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.38","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.73","High performance","0.21","140","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
