"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","Enabled","Native","Dedicated","Methods","Common","JS","FlushEarly","CILabel","Reference","TestKIR","InstrumentPropertyAccessors","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"72693.66666666667","98667","22493.806910643947","59603","98667","16850.403124339755","128536.93020899358","commonmain-plain-jar","1859.8154","3","False","20","True","System.Boolean[]","True","False","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","2026-04-29 01:55:08","806a8f40da96ed880c916f4e44f89d9aecb56e20","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.84","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5868.4843","3","False","20","True","System.Boolean[]","True","False","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","2026-04-29 01:55:08","806a8f40da96ed880c916f4e44f89d9aecb56e20","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.84","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"9177.666666666666","10386","1049.616279091237","8492","10386","6571.8828291663685","11783.450504166964","commonmain-plain-linux-exe","16120.9427","3","False","20","True","System.Boolean[]","True","False","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","2026-04-29 01:55:08","806a8f40da96ed880c916f4e44f89d9aecb56e20","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.84","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"106136.33333333333","117257","13242.425809999215","91487","117257","73260.60547698854","139012.06118967812","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2261.8681","3","False","20","True","System.Boolean[]","True","False","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","2026-04-29 01:55:08","806a8f40da96ed880c916f4e44f89d9aecb56e20","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.84","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3692.3642","3","False","20","True","System.Boolean[]","True","False","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","2026-04-29 01:55:08","806a8f40da96ed880c916f4e44f89d9aecb56e20","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.84","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"45444","47067","1674.1526214775045","43723","47067","41287.73839329941","49600.26160670059","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","18652.9929","3","False","20","True","System.Boolean[]","True","False","System.String[]","True","True","System.Boolean[]","ci-linux-small","True","System.Boolean[]","System.Boolean[]","2026-04-29 01:55:08","806a8f40da96ed880c916f4e44f89d9aecb56e20","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","13.84","145","86","0.03","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
