"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","Enabled","Dedicated","JS","Common","Native","Reference","CILabel","TestKIR","JVM","Methods","InstrumentPropertyAccessors","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"151871.66666666666","156518","5095.7150953848795","146422","156518","139221.01299392004","164522.32033941327","commonmain-plain-jar","2641.9145","3","False","20","System.Boolean[]","System.Boolean[]","False","True","True","True","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","2026-09-01 03:35:18","4b69902a730b0d68992f1a4cb87ced1a27fefbbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.88","High performance","0.06","142","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7940.6282","3","False","20","System.Boolean[]","System.Boolean[]","False","True","True","True","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","2026-09-01 03:35:18","4b69902a730b0d68992f1a4cb87ced1a27fefbbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.88","High performance","0.06","142","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"17066.333333333332","17182","133.00501243687523","16921","17182","16736.134270477134","17396.53239618953","commonmain-plain-win-exe","88772.3463","3","False","20","System.Boolean[]","System.Boolean[]","False","True","True","True","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","2026-09-01 03:35:18","4b69902a730b0d68992f1a4cb87ced1a27fefbbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.88","High performance","0.06","142","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"163436.33333333334","279521","100572.46156544708","102551","279521","-86245.47902552556","413118.14569219225","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3852.6262","3","False","20","System.Boolean[]","System.Boolean[]","False","True","True","True","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","2026-09-01 03:35:18","4b69902a730b0d68992f1a4cb87ced1a27fefbbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.88","High performance","0.06","142","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5248.632","3","False","20","System.Boolean[]","System.Boolean[]","False","True","True","True","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","2026-09-01 03:35:18","4b69902a730b0d68992f1a4cb87ced1a27fefbbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.88","High performance","0.06","142","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"85403.33333333333","90957","4826.848488748465","82219","90957","73420.16955377253","97386.49711289413","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","41730.1346","3","False","20","System.Boolean[]","System.Boolean[]","False","True","True","True","True","ci-windows-small","System.Boolean[]","True","System.String[]","System.Boolean[]","2026-09-01 03:35:18","4b69902a730b0d68992f1a4cb87ced1a27fefbbc","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.4","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.88","High performance","0.06","142","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
