"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","CILabel","Common","Dedicated","JS","Native","Methods","FlushEarly","JVM","Reference","TestKIR","InstrumentPropertyAccessors","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"108808.66666666667","148428","42415.478027877194","64063","148428","3507.7397406999953","214109.59359263335","commonmain-plain-jar","1997.4034","3","False","20","System.Boolean[]","ci-linux-small","True","False","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-05-27 02:13:38","d3ff2791c4b4e395757ecd7385a6fd3c39cec958","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","86","0.15","151","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6422.3995","3","False","20","System.Boolean[]","ci-linux-small","True","False","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-05-27 02:13:38","d3ff2791c4b4e395757ecd7385a6fd3c39cec958","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","86","0.15","151","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11822.333333333334","12013","167.15661319054456","11701","12013","11407.34929615707","12237.317370509598","commonmain-plain-linux-exe","17281.6203","3","False","20","System.Boolean[]","ci-linux-small","True","False","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-05-27 02:13:38","d3ff2791c4b4e395757ecd7385a6fd3c39cec958","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","86","0.15","151","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"112909.66666666667","128815","15040.48939806592","98917","128815","75570.05507498326","150249.2782583501","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2387.9849","3","False","20","System.Boolean[]","ci-linux-small","True","False","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-05-27 02:13:38","d3ff2791c4b4e395757ecd7385a6fd3c39cec958","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","86","0.15","151","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4683.7798","3","False","20","System.Boolean[]","ci-linux-small","True","False","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-05-27 02:13:38","d3ff2791c4b4e395757ecd7385a6fd3c39cec958","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","86","0.15","151","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"54961.666666666664","69853","12912.143754362918","46876","69853","22905.89907536139","87017.43425797194","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","21836.3361","3","False","20","System.Boolean[]","ci-linux-small","True","False","True","True","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","2026-05-27 02:13:38","d3ff2791c4b4e395757ecd7385a6fd3c39cec958","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","86","0.15","151","7.4.15","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
