"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","CILabel","FlushEarly","Common","Dedicated","Native","TestKIR","InstrumentPropertyAccessors","JS","JVM","WarmupCount","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"50589.333333333336","55083","4756.287452765375","45608","55083","38781.34481618482","62397.32185048185","commonmain-plain-jar","1938.3751","3","False","20","True","ci-linux-small","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","0","2026-04-10 18:29:32","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.8","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6415.0949","3","False","20","True","ci-linux-small","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","0","2026-04-10 18:29:32","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.8","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"7196","7266","120.37856952132302","7057","7266","6897.147422073469","7494.852577926531","commonmain-plain-exe","2372.0258","3","False","20","True","ci-linux-small","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","0","2026-04-10 18:29:32","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.8","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"94241","104468","9686.570755432493","85205","104468","70193.05979735478","118288.94020264522","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2211.6973","3","False","20","True","ci-linux-small","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","0","2026-04-10 18:29:32","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.8","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","3954.5365","3","False","20","True","ci-linux-small","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","0","2026-04-10 18:29:32","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.8","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"48743.666666666664","56622","6825.72372231204","44606","56622","31798.08292415592","65689.25040917742","commonmain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","15218.7328","3","False","20","True","ci-linux-small","System.Boolean[]","True","False","True","System.Boolean[]","System.Boolean[]","True","True","0","2026-04-10 18:29:32","0e0832f2a103336c0c07c94b8c73cfe372d6c388","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.8","145","86","0.02","159","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
