"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","JVM","JS","CILabel","IOA","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"57854.46","50385.5","20825.212279791234","47568","136602","52082.005661505624","63626.914338494375","commonmain_plain_jar","1833.229","50","False","10","True","True","True","ci-windows-large","True","True","2026-04-11 01:44:57","4193e87dfd88a9b685750d5482675b14786cf367","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.29","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.46","High performance","0.45","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
"53361.38","50709.5","6738.963236708915","47247","73511","51493.43469168526","55229.325308314736","commonmain_ioa_jar","4157.0864","50","False","10","True","True","True","ci-windows-large","True","True","2026-04-11 01:44:57","4193e87dfd88a9b685750d5482675b14786cf367","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.29","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.46","High performance","0.45","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
"6893.02","6798","442.16067307747596","6630","9046","6770.45931435962","7015.580685640381","commonmain_plain_exe","1818.695","50","False","10","True","True","True","ci-windows-large","True","True","2026-04-11 01:44:57","4193e87dfd88a9b685750d5482675b14786cf367","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.29","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.46","High performance","0.45","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
"6743.88","6723","124.7936484516642","6536","7235","6709.288965452881","6778.471034547119","commonmain_ioa_exe","5331.9917","50","False","10","True","True","True","ci-windows-large","True","True","2026-04-11 01:44:57","4193e87dfd88a9b685750d5482675b14786cf367","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.29","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.46","High performance","0.45","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_plain_node","1615.7297","50","False","10","True","True","True","ci-windows-large","True","True","2026-04-11 01:44:57","4193e87dfd88a9b685750d5482675b14786cf367","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.29","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.46","High performance","0.45","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
,,,,,,,"commonmain_ioa_node","6399.6137","50","False","10","True","True","True","ci-windows-large","True","True","2026-04-11 01:44:57","4193e87dfd88a9b685750d5482675b14786cf367","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","16","12.29","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","26.46","High performance","0.45","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","Gradle 9.0.0","Kotlin:        2.2.0"
