"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","TestKIR","Enabled","InstrumentPropertyAccessors","Reference","JS","Methods","CILabel","Common","Native","Dedicated","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"62131.333333333336","64068","1995.3870134220413","60082","64068","57177.57324718553","67085.09341948114","commonmain-plain-jar","2585.3116","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.String[]","ci-windows-small","True","True","False","True","2026-05-13 02:57:30","a0c8c3ce96ebe19f9da7e4fbc60f915b885eb1f9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7665.8456","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.String[]","ci-windows-small","True","True","False","True","2026-05-13 02:57:30","a0c8c3ce96ebe19f9da7e4fbc60f915b885eb1f9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"13846.333333333334","16365","2181.2405491676823","12580","16365","8431.172114947392","19261.494551719275","commonmain-plain-win-exe","108222.2345","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.String[]","ci-windows-small","True","True","False","True","2026-05-13 02:57:30","a0c8c3ce96ebe19f9da7e4fbc60f915b885eb1f9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"114073","115625","1684.2663091091028","112282","115625","109891.63009011002","118254.36990988998","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3127.3444","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.String[]","ci-windows-small","True","True","False","True","2026-05-13 02:57:30","a0c8c3ce96ebe19f9da7e4fbc60f915b885eb1f9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4921.544","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.String[]","ci-windows-small","True","True","False","True","2026-05-13 02:57:30","a0c8c3ce96ebe19f9da7e4fbc60f915b885eb1f9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"77601","84678","6132.719869682619","73845","84678","62375.871889208946","92826.12811079106","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","42703.0977","3","False","20","System.Boolean[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.String[]","ci-windows-small","True","True","False","True","2026-05-13 02:57:30","a0c8c3ce96ebe19f9da7e4fbc60f915b885eb1f9","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.58","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.92","High performance","0.42","132","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
