"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","Dedicated","Reference","TestKIR","FlushEarly","JVM","Native","Common","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"69935","88375","17165.803680573772","54419","88375","27319.070083907194","112550.9299160928","CommonMain-plain-jar","1912.3019","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","True","True","True","2026-04-09 12:35:32","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.01","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"174055.33333333334","193512","22482.32337489463","149443","193512","118240.57888756774","229870.08777909895","CommonMain-plain-node","6310.4172","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","True","True","True","2026-04-09 12:35:32","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.01","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"7945.666666666667","9398","1260.395308358982","7138","9398","4816.601513231149","11074.731820102184","CommonMain-plain-exe","2052.2404","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","True","True","True","2026-04-09 12:35:32","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.01","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"97560.33333333333","101034","5415.836254294745","91320","101034","84114.94490032611","111005.72176634055","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2043.2833","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","True","True","True","2026-04-09 12:35:32","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.01","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"3813716.3333333335","3848113","56584.66125491371","3748409","3848113","3673238.9048809623","3954193.7617857046","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","3880.2971","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","True","True","True","2026-04-09 12:35:32","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.01","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47153.666666666664","48016","871.6446141251223","46273","48016","44989.71638047451","49317.61695285882","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","14559.6187","3","False","20","System.Boolean[]","False","True","System.Boolean[]","System.Boolean[]","True","True","True","True","2026-04-09 12:35:32","8bb68dcdb683cd7a536e9829af575f3fe487c249","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","14.01","145","86","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
