"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Methods","JVM","Reference","FlushEarly","CILabel","Dedicated","InstrumentPropertyAccessors","Native","JS","Common","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"78481.66666666667","104340","22412.353922186157","64645","104340","22840.618815033093","134122.71451830026","commonmain-plain-jar","1921.2199","3","False","20","System.Boolean[]","System.String[]","True","True","System.Boolean[]","ci-linux-small","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-07-24 01:42:40","3b58d1b2093f54cfe3097b1c8d81e842c5635650","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","84","0.02","147","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6210.221","3","False","20","System.Boolean[]","System.String[]","True","True","System.Boolean[]","ci-linux-small","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-07-24 01:42:40","3b58d1b2093f54cfe3097b1c8d81e842c5635650","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","84","0.02","147","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8286","8663","327.3362185887776","8074","8663","7473.353088153697","9098.646911846303","commonmain-plain-linux-exe","16724.1444","3","False","20","System.Boolean[]","System.String[]","True","True","System.Boolean[]","ci-linux-small","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-07-24 01:42:40","3b58d1b2093f54cfe3097b1c8d81e842c5635650","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","84","0.02","147","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"105733.66666666667","117121","10098.935405939248","97864","117121","80661.9874435317","130805.34588980164","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2353.0915","3","False","20","System.Boolean[]","System.String[]","True","True","System.Boolean[]","ci-linux-small","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-07-24 01:42:40","3b58d1b2093f54cfe3097b1c8d81e842c5635650","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","84","0.02","147","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4264.876","3","False","20","System.Boolean[]","System.String[]","True","True","System.Boolean[]","ci-linux-small","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-07-24 01:42:40","3b58d1b2093f54cfe3097b1c8d81e842c5635650","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","84","0.02","147","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46502.666666666664","47188","746.6393596197117","45707","47188","44649.05519503142","48356.27813830191","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20535.0048","3","False","20","System.Boolean[]","System.String[]","True","True","System.Boolean[]","ci-linux-small","False","System.Boolean[]","True","True","True","System.Boolean[]","2026-07-24 01:42:40","3b58d1b2093f54cfe3097b1c8d81e842c5635650","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.89","145","84","0.02","147","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
