"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","CILabel","TestKIR","Native","Dedicated","FlushEarly","Common","InstrumentPropertyAccessors","Enabled","Reference","JS","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"86545.33333333333","98868","11051.70639916449","77511","98868","59108.29897571532","113982.36769095133","commonmain-plain-jar","2646.7013","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","2026-05-06 12:49:33","04a20682db65fa2507f62147e008777e80c6f636","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.71","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.94","High performance","0.18","135","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8150.1996","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","2026-05-06 12:49:33","04a20682db65fa2507f62147e008777e80c6f636","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.71","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.94","High performance","0.18","135","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12246.333333333334","12547","262.10748431384656","12066","12547","11595.62367884491","12897.042987821758","commonmain-plain-win-exe","110572.3681","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","2026-05-06 12:49:33","04a20682db65fa2507f62147e008777e80c6f636","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.71","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.94","High performance","0.18","135","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"131043.33333333333","153641","19600.06914103451","118662","153641","82384.08099607367","179702.585670593","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4501.5199","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","2026-05-06 12:49:33","04a20682db65fa2507f62147e008777e80c6f636","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.71","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.94","High performance","0.18","135","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5722.8109","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","2026-05-06 12:49:33","04a20682db65fa2507f62147e008777e80c6f636","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.71","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.94","High performance","0.18","135","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"78088","81966","3373.8475069273654","75827","81966","69712.06540478417","86463.93459521583","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47983.2472","3","False","20","System.String[]","ci-windows-small","System.Boolean[]","True","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","True","True","True","2026-05-06 12:49:33","04a20682db65fa2507f62147e008777e80c6f636","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.71","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.94","High performance","0.18","135","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
