"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","JS","Native","CILabel","InstrumentPropertyAccessors","Dedicated","Methods","TestKIR","JVM","FlushEarly","Reference","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"72774","89994","15763.825075152286","59055","89994","33638.63080243141","111909.3691975686","commonmain-plain-jar","2787.4336","3","False","20","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","2026-05-06 02:42:09","b5b965765473333a0ad2db4af46d34c8aa8cd50f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.91","High performance","0.67","128","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8027.1273","3","False","20","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","2026-05-06 02:42:09","b5b965765473333a0ad2db4af46d34c8aa8cd50f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.91","High performance","0.67","128","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12756.333333333334","12865","112.69575561365802","12640","12865","12476.554156521017","13036.112510145651","commonmain-plain-win-exe","85198.446","3","False","20","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","2026-05-06 02:42:09","b5b965765473333a0ad2db4af46d34c8aa8cd50f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.91","High performance","0.67","128","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"112593.66666666667","122327","8440.479212303846","107293","122327","91639.28100182049","133548.05233151285","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3617.2962","3","False","20","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","2026-05-06 02:42:09","b5b965765473333a0ad2db4af46d34c8aa8cd50f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.91","High performance","0.67","128","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5184.2934","3","False","20","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","2026-05-06 02:42:09","b5b965765473333a0ad2db4af46d34c8aa8cd50f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.91","High performance","0.67","128","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"83968","94464","9110.854679995724","78101","94464","61349.3360712147","106586.6639287853","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","79197.6737","3","False","20","System.Boolean[]","True","True","ci-windows-small","System.Boolean[]","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","2026-05-06 02:42:09","b5b965765473333a0ad2db4af46d34c8aa8cd50f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.16","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.91","High performance","0.67","128","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
