"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","JS","Native","InstrumentPropertyAccessors","Reference","FlushEarly","Common","Dedicated","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"133107.66666666666","152001","19321.885579138838","113384","152001","85139.03455308874","181076.29878024457","CommonMain-plain-jar","2820.5431","3","False","20","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","False","True","2026-04-09 02:07:53","aedc680ea1a63c0042f633a343082901026c5944","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.49","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.48","High performance","0.41","133","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"238146","316318","69570.64775463859","183031","316318","65429.48150199995","410862.51849800005","CommonMain-plain-node","8344.0955","3","False","20","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","False","True","2026-04-09 02:07:53","aedc680ea1a63c0042f633a343082901026c5944","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.49","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.48","High performance","0.41","133","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"11576.333333333334","11583","7.637626158259733","11568","11583","11557.372115604037","11595.29455106263","CommonMain-plain-exe","6241.6216","3","False","20","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","False","True","2026-04-09 02:07:53","aedc680ea1a63c0042f633a343082901026c5944","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.49","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.48","High performance","0.41","133","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"104069.33333333333","107748","5069.190303523171","98287","107748","91484.5302721894","116654.13639447726","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","3087.9351","3","False","20","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","False","True","2026-04-09 02:07:53","aedc680ea1a63c0042f633a343082901026c5944","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.49","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.48","High performance","0.41","133","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"4140430","4356727","222773.31783003098","3911701","4356727","3587371.589425032","4693488.410574968","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","5483.4328","3","False","20","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","False","True","2026-04-09 02:07:53","aedc680ea1a63c0042f633a343082901026c5944","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.49","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.48","High performance","0.41","133","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"74687.66666666667","75777","954.3172079205809","73999","75777","72318.47289006015","77056.8604432732","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","6063.2053","3","False","20","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","False","True","2026-04-09 02:07:53","aedc680ea1a63c0042f633a343082901026c5944","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.49","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.48","High performance","0.41","133","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
