"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Enabled","Dedicated","TestKIR","Reference","InstrumentPropertyAccessors","FlushEarly","CILabel","JS","JVM","Common","Methods","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"79468.33333333333","99915","18283.808638610648","64690","99915","34076.83742428544","124859.82924238121","commonmain-plain-jar","1988.2225","3","False","20","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","True","System.String[]","True","2026-06-20 02:12:51","3237d0eef0af1c410d9caf1a21dba7a3df18acc9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","85","0.02","165","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6080.9316","3","False","20","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","True","System.String[]","True","2026-06-20 02:12:51","3237d0eef0af1c410d9caf1a21dba7a3df18acc9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","85","0.02","165","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11464","11576","97.24710792614863","11401","11576","11222.573731061979","11705.426268938021","commonmain-plain-linux-exe","16281.662","3","False","20","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","True","System.String[]","True","2026-06-20 02:12:51","3237d0eef0af1c410d9caf1a21dba7a3df18acc9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","85","0.02","165","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"158490.33333333334","234626","65935.42679268356","120396","234626","-5201.3632205881295","322182.0298872548","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2307.0066","3","False","20","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","True","System.String[]","True","2026-06-20 02:12:51","3237d0eef0af1c410d9caf1a21dba7a3df18acc9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","85","0.02","165","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3954.578","3","False","20","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","True","System.String[]","True","2026-06-20 02:12:51","3237d0eef0af1c410d9caf1a21dba7a3df18acc9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","85","0.02","165","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46484","47105","568.5692569951351","45989","47105","45072.466461609925","47895.533538390075","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20157.6123","3","False","20","System.Boolean[]","False","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","ci-linux-small","True","True","True","System.String[]","True","2026-06-20 02:12:51","3237d0eef0af1c410d9caf1a21dba7a3df18acc9","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.74","145","85","0.02","165","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
