"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","Methods","Dedicated","JVM","CILabel","Native","Reference","TestKIR","FlushEarly","Enabled","Common","InstrumentPropertyAccessors","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"85815.66666666667","110472","23944.013914407362","62654","110472","26372.110287124757","145259.2230462086","commonmain-plain-jar","2964.2679","3","False","20","True","System.String[]","False","True","ci-windows-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-08-24 01:10:28","f4986ffb23f6a66b43734f519d6649454a2b73a0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.9","High performance","0.07","143","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8953.9587","3","False","20","True","System.String[]","False","True","ci-windows-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-08-24 01:10:28","f4986ffb23f6a66b43734f519d6649454a2b73a0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.9","High performance","0.07","143","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12342","12667","285.4382595238417","12132","12667","11633.369219315635","13050.630780684365","commonmain-plain-win-exe","98100.009","3","False","20","True","System.String[]","False","True","ci-windows-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-08-24 01:10:28","f4986ffb23f6a66b43734f519d6649454a2b73a0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.9","High performance","0.07","143","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"142727.33333333334","161216","16022.93036037208","132882","161216","102948.70775923331","182505.95890743338","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3808.1846","3","False","20","True","System.String[]","False","True","ci-windows-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-08-24 01:10:28","f4986ffb23f6a66b43734f519d6649454a2b73a0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.9","High performance","0.07","143","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6314.56","3","False","20","True","System.String[]","False","True","ci-windows-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-08-24 01:10:28","f4986ffb23f6a66b43734f519d6649454a2b73a0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.9","High performance","0.07","143","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"88945.66666666667","101909","11565.896823564239","79683","101909","60232.09999529839","117659.23333803494","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","49176.827","3","False","20","True","System.String[]","False","True","ci-windows-small","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","2026-08-24 01:10:28","f4986ffb23f6a66b43734f519d6649454a2b73a0","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","28.9","High performance","0.07","143","True","False","7.6.5","21.0.12","""21.0.12""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
