"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","Dedicated","Native","Common","InstrumentPropertyAccessors","Enabled","JS","CILabel","FlushEarly","Methods","TestKIR","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"76292.66666666667","93128","15666.480949253835","62142","93128","37398.96459545153","115186.36873788181","commonmain-plain-jar","1740.1503","3","False","20","True","False","True","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-08-08 00:47:31","c0b885a9f6f92fd07b90d79eee3c6caf114cff7f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.03","145","83","0.04","166","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","4972.6854","3","False","20","True","False","True","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-08-08 00:47:31","c0b885a9f6f92fd07b90d79eee3c6caf114cff7f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.03","145","83","0.04","166","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"10186.666666666666","12061","1648.3101447644292","8963","12061","6094.561751779409","14278.771581553923","commonmain-plain-linux-exe","12479.8163","3","False","20","True","False","True","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-08-08 00:47:31","c0b885a9f6f92fd07b90d79eee3c6caf114cff7f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.03","145","83","0.04","166","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"169666","190908","22169.980875048135","146672","190908","114626.66896760705","224705.33103239295","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","1797.0733","3","False","20","True","False","True","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-08-08 00:47:31","c0b885a9f6f92fd07b90d79eee3c6caf114cff7f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.03","145","83","0.04","166","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3159.5772","3","False","20","True","False","True","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-08-08 00:47:31","c0b885a9f6f92fd07b90d79eee3c6caf114cff7f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.03","145","83","0.04","166","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"59783.666666666664","62086","1998.6836501390942","58494","62086","54821.72232990601","64745.611003427315","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","18412.5631","3","False","20","True","False","True","True","System.Boolean[]","System.Boolean[]","True","ci-linux-small","System.Boolean[]","System.String[]","System.Boolean[]","True","2026-08-08 00:47:31","c0b885a9f6f92fd07b90d79eee3c6caf114cff7f","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.03","145","83","0.04","166","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
