"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","Native","JS","Dedicated","Common","Reference","FlushEarly","InstrumentPropertyAccessors","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"70105","90594","22588.04655121819","45883","90594","14027.776545701432","126182.22345429857","CommonMain-plain-jar","2670.5597","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","2026-04-10 13:46:45","a9946fb822e4d98b4994306831043a594d851edf","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.4","145","89","0.01","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-plain-node","6096.3725","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","2026-04-10 13:46:45","a9946fb822e4d98b4994306831043a594d851edf","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.4","145","89","0.01","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11638.333333333334","11939","264.59276886062725","11441","11939","10981.453696125895","12295.212970540773","CommonMain-plain-exe","1972.4523","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","2026-04-10 13:46:45","a9946fb822e4d98b4994306831043a594d851edf","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.4","145","89","0.01","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"98526.33333333333","122783","21224.143076537468","83369","122783","45835.14504353376","151217.5216231329","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","4456.9816","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","2026-04-10 13:46:45","a9946fb822e4d98b4994306831043a594d851edf","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.4","145","89","0.01","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4612.1133","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","2026-04-10 13:46:45","a9946fb822e4d98b4994306831043a594d851edf","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.4","145","89","0.01","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"45194","45810","545.9377253863302","44770","45810","43838.65164133595","46549.34835866405","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","2649.6283","3","False","20","True","True","True","False","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","2026-04-10 13:46:45","a9946fb822e4d98b4994306831043a594d851edf","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.4","145","89","0.01","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
