"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","CILabel","Reference","TestKIR","Methods","InstrumentPropertyAccessors","Dedicated","Native","Enabled","Common","JVM","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"72904","107052","29826.218533364234","51952","107052","-1142.7537863297184","146950.7537863297","commonmain-plain-jar","1791.9909","3","False","20","True","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","False","True","System.Boolean[]","True","True","System.Boolean[]","2026-08-09 00:51:54","34f90e9a57a1e828b87b2c35ac660fd1d6129a76","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.79","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6047.2853","3","False","20","True","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","False","True","System.Boolean[]","True","True","System.Boolean[]","2026-08-09 00:51:54","34f90e9a57a1e828b87b2c35ac660fd1d6129a76","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.79","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8632.666666666666","9854","1068.8579575104138","7868","9854","5979.113319841988","11286.220013491344","commonmain-plain-linux-exe","16484.6292","3","False","20","True","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","False","True","System.Boolean[]","True","True","System.Boolean[]","2026-08-09 00:51:54","34f90e9a57a1e828b87b2c35ac660fd1d6129a76","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.79","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"101149.66666666667","112598","10708.142805049498","91380","112598","74565.56540329666","127733.76793003669","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2314.2055","3","False","20","True","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","False","True","System.Boolean[]","True","True","System.Boolean[]","2026-08-09 00:51:54","34f90e9a57a1e828b87b2c35ac660fd1d6129a76","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.79","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4246.8931","3","False","20","True","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","False","True","System.Boolean[]","True","True","System.Boolean[]","2026-08-09 00:51:54","34f90e9a57a1e828b87b2c35ac660fd1d6129a76","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.79","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"46673.333333333336","47558","805.9009451125698","45981","47558","44672.5986846494","48674.06798201727","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","18815.9264","3","False","20","True","ci-linux-small","True","System.Boolean[]","System.String[]","System.Boolean[]","False","True","System.Boolean[]","True","True","System.Boolean[]","2026-08-09 00:51:54","34f90e9a57a1e828b87b2c35ac660fd1d6129a76","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.79","145","83","0.02","160","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
