"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Reference","CILabel","Native","Common","JVM","TestKIR","InstrumentPropertyAccessors","Enabled","JS","Methods","FlushEarly","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"56678","67697","9835.41117594989","48787","67697","32260.547652891113","81095.45234710889","commonmain-plain-jar","1962.2817","3","False","20","True","ci-linux-small","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","2026-08-01 01:47:49","f84a19ee019387bbf295b53b145912e1e502e5e0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.62","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6220.021","3","False","20","True","ci-linux-small","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","2026-08-01 01:47:49","f84a19ee019387bbf295b53b145912e1e502e5e0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.62","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"8389.666666666666","8484","110.56370712549996","8268","8484","8115.180526559172","8664.15280677416","commonmain-plain-linux-exe","17057.4098","3","False","20","True","ci-linux-small","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","2026-08-01 01:47:49","f84a19ee019387bbf295b53b145912e1e502e5e0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.62","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"104692.66666666667","116488","10280.372820736286","97638","116488","79170.5498003529","130214.78353298044","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2612.3088","3","False","20","True","ci-linux-small","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","2026-08-01 01:47:49","f84a19ee019387bbf295b53b145912e1e502e5e0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.62","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4307.6869","3","False","20","True","ci-linux-small","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","2026-08-01 01:47:49","f84a19ee019387bbf295b53b145912e1e502e5e0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.62","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"48477.333333333336","53094","3998.67894851954","46104","53094","38550.18835381156","58404.47831285511","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","22002.5435","3","False","20","True","ci-linux-small","True","True","True","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","2026-08-01 01:47:49","f84a19ee019387bbf295b53b145912e1e502e5e0","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.62","145","83","0.02","163","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
