"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","Common","TestKIR","JVM","Native","FlushEarly","Dedicated","JS","Reference","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"45534","54040","7621.677177629606","39325","54040","26612.377308222214","64455.62269177778","CommonMain-plain-jar","1827.779","3","False","20","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-08 06:44:45","58e8517023e46bd5ea8418303f50d3e9f9793441","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"172406.33333333334","181838","14790.486210173529","155360","181838","135687.38119531007","209125.28547135662","CommonMain-plain-node","6185.8995","3","False","20","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-08 06:44:45","58e8517023e46bd5ea8418303f50d3e9f9793441","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"7193.666666666667","7254","66.10849668033099","7123","7254","7029.545305743992","7357.788027589342","CommonMain-plain-exe","2358.1022","3","False","20","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-08 06:44:45","58e8517023e46bd5ea8418303f50d3e9f9793441","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"97838.33333333333","101541","3706.505946755425","94128","101541","88636.53884705089","107040.12781961577","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-jar","2031.5907","3","False","20","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-08 06:44:45","58e8517023e46bd5ea8418303f50d3e9f9793441","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"3767151.3333333335","3805820","50168.17079915644","3710462","3805820","3642603.5235960637","3891699.1430706033","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-node","4082.6961","3","False","20","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-08 06:44:45","58e8517023e46bd5ea8418303f50d3e9f9793441","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"47899.666666666664","53209","4618.737309409719","44808","53209","36433.160982380025","59366.172350953304","CommonMain-k-perf-flushEarly-false-propAccessors-false-testKIR-false-exe","2549.7973","3","False","20","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","False","True","True","2026-04-08 06:44:45","58e8517023e46bd5ea8418303f50d3e9f9793441","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.87","145","86","0.02","163","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
