"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","Native","JVM","Common","CILabel","Methods","JS","Reference","Enabled","Dedicated","FlushEarly","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"84285.33333333333","123917","34347.53854839286","63146","123917","-986.0773624040303","169556.7440290707","commonmain-plain-jar","2645.8501","3","False","20","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","2026-04-15 02:27:27","6b457b54122c53acd4934be78ee5822cd56b571c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.16","High performance","0.33","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7925.7339","3","False","20","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","2026-04-15 02:27:27","6b457b54122c53acd4934be78ee5822cd56b571c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.16","High performance","0.33","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12071","12172","114.24972647669665","11947","12172","11787.362925554504","12354.637074445496","commonmain-plain-win-exe","111974.3577","3","False","20","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","2026-04-15 02:27:27","6b457b54122c53acd4934be78ee5822cd56b571c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.16","High performance","0.33","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"119179.33333333333","129349","9808.096774264279","109778","129349","94829.69188803798","143528.97477862868","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3631.0721","3","False","20","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","2026-04-15 02:27:27","6b457b54122c53acd4934be78ee5822cd56b571c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.16","High performance","0.33","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5701.9947","3","False","20","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","2026-04-15 02:27:27","6b457b54122c53acd4934be78ee5822cd56b571c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.16","High performance","0.33","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"80703","89676","7775.87081940023","75937","89676","61398.575223712745","100007.42477628725","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47114.6246","3","False","20","System.Boolean[]","True","True","True","ci-windows-small","System.String[]","True","True","System.Boolean[]","False","System.Boolean[]","System.Boolean[]","2026-04-15 02:27:27","6b457b54122c53acd4934be78ee5822cd56b571c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.34","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.16","High performance","0.33","136","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
