"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Methods","Enabled","JS","InstrumentPropertyAccessors","Reference","CILabel","JVM","Dedicated","Common","FlushEarly","Native","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"93589","98156","3959.2546015632793","91125","98156","83759.73014698786","103418.26985301214","commonmain-plain-jar","1933.1509","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","False","True","System.Boolean[]","True","2026-06-12 02:30:01","344e3d58fb2bde48ea28a3411914df74e260321c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.97","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6368.7761","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","False","True","System.Boolean[]","True","2026-06-12 02:30:01","344e3d58fb2bde48ea28a3411914df74e260321c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.97","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11753","12008","234.04059476936902","11548","12008","11171.969378317","12334.030621683","commonmain-plain-linux-exe","17203.1567","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","False","True","System.Boolean[]","True","2026-06-12 02:30:01","344e3d58fb2bde48ea28a3411914df74e260321c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.97","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"184761","239831","60318.15411631891","120297","239831","35014.77918086434","334507.22081913566","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2313.9005","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","False","True","System.Boolean[]","True","2026-06-12 02:30:01","344e3d58fb2bde48ea28a3411914df74e260321c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.97","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4537.9634","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","False","True","System.Boolean[]","True","2026-06-12 02:30:01","344e3d58fb2bde48ea28a3411914df74e260321c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.97","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"48212.666666666664","49033","1045.0991978435986","47036","49033","45618.09696288575","50807.23637044758","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20773.3405","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","True","System.Boolean[]","True","ci-linux-small","True","False","True","System.Boolean[]","True","2026-06-12 02:30:01","344e3d58fb2bde48ea28a3411914df74e260321c","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.97","145","85","0.02","159","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
