"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","FlushEarly","Common","Native","JVM","Enabled","Methods","InstrumentPropertyAccessors","JS","Reference","TestKIR","CILabel","Dedicated","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"46695.666666666664","51485","4173.114584256385","43841","51485","36335.46670377448","57055.86662955885","commonmain-plain-jar","2045.9408","3","False","20","System.Boolean[]","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","False","2026-08-04 02:23:33","9b84f73435bdcb0da56041a4ef04f83690bfe806","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.17","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.21","High performance","0.12","139","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6195.0431","3","False","20","System.Boolean[]","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","False","2026-08-04 02:23:33","9b84f73435bdcb0da56041a4ef04f83690bfe806","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.17","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.21","High performance","0.12","139","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"10677.666666666666","11225","536.8280295712337","10152","11225","9344.934094926266","12010.399238407066","commonmain-plain-win-exe","86480.6799","3","False","20","System.Boolean[]","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","False","2026-08-04 02:23:33","9b84f73435bdcb0da56041a4ef04f83690bfe806","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.17","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.21","High performance","0.12","139","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"128431.33333333333","166375","37262.296095830345","91890","166375","35923.7276026632","220938.93906400347","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2551.3627","3","False","20","System.Boolean[]","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","False","2026-08-04 02:23:33","9b84f73435bdcb0da56041a4ef04f83690bfe806","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.17","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.21","High performance","0.12","139","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4082.36","3","False","20","System.Boolean[]","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","False","2026-08-04 02:23:33","9b84f73435bdcb0da56041a4ef04f83690bfe806","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.17","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.21","High performance","0.12","139","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"88650","100711","11050.885168166395","79011","100711","61215.0044355146","116084.9955644854","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","39811.768","3","False","20","System.Boolean[]","True","True","True","System.Boolean[]","System.String[]","System.Boolean[]","True","True","System.Boolean[]","ci-windows-small","False","2026-08-04 02:23:33","9b84f73435bdcb0da56041a4ef04f83690bfe806","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.17","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","27.21","High performance","0.12","139","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
