"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","InstrumentPropertyAccessors","Reference","Native","Common","JVM","FlushEarly","TestKIR","JS","Methods","Enabled","Dedicated","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"63192.333333333336","101048","34284.97843565507","34231","101048","-21923.76524130634","148308.43190797302","commonmain-plain-jar","2023.0703","3","False","20","System.Boolean[]","True","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","ci-windows-small","2026-08-29 05:42:27","4c6e0df0ea4a37abeaf3ee54446a57bc36e5a19c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.91","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.85","High performance","0.14","147","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","5466.1119","3","False","20","System.Boolean[]","True","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","ci-windows-small","2026-08-29 05:42:27","4c6e0df0ea4a37abeaf3ee54446a57bc36e5a19c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.91","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.85","High performance","0.14","147","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"7147","7264","145.557548756497","6984","7264","6785.637933184274","7508.362066815726","commonmain-plain-win-exe","143984.0275","3","False","20","System.Boolean[]","True","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","ci-windows-small","2026-08-29 05:42:27","4c6e0df0ea4a37abeaf3ee54446a57bc36e5a19c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.91","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.85","High performance","0.14","147","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"67853","76812","7763.540622679835","63100","76812","48579.18624601417","87126.81375398583","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4081.2977","3","False","20","System.Boolean[]","True","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","ci-windows-small","2026-08-29 05:42:27","4c6e0df0ea4a37abeaf3ee54446a57bc36e5a19c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.91","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.85","High performance","0.14","147","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4931.5412","3","False","20","System.Boolean[]","True","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","ci-windows-small","2026-08-29 05:42:27","4c6e0df0ea4a37abeaf3ee54446a57bc36e5a19c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.91","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.85","High performance","0.14","147","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"51282","52075","881.4153390995643","50333","52075","49093.7928518229","53470.2071481771","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","40635.0077","3","False","20","System.Boolean[]","True","True","True","True","System.Boolean[]","System.Boolean[]","True","System.String[]","System.Boolean[]","False","ci-windows-small","2026-08-29 05:42:27","4c6e0df0ea4a37abeaf3ee54446a57bc36e5a19c","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V45 96-Core Processor","2","4","2596","15.99","12.91","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","26.85","High performance","0.14","147","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
