"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","Native","InstrumentPropertyAccessors","TestKIR","Methods","Reference","Dedicated","Enabled","FlushEarly","JS","JVM","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"74096.33333333333","78621","7685.896195846866","65222","78621","55015.28011149978","93177.38655516689","commonmain-plain-jar","3077.7414","3","False","20","True","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","2026-06-22 04:04:26","bb64b1e8fe389f43cbc672d8d1da99fcf2a4d461","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.21","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.81","High performance","0.28","136","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9092.8657","3","False","20","True","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","2026-06-22 04:04:26","bb64b1e8fe389f43cbc672d8d1da99fcf2a4d461","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.21","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.81","High performance","0.28","136","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12245.333333333334","12682","383.213169571889","11965","12682","11293.965958913173","13196.700707753494","commonmain-plain-win-exe","95862.984","3","False","20","True","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","2026-06-22 04:04:26","bb64b1e8fe389f43cbc672d8d1da99fcf2a4d461","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.21","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.81","High performance","0.28","136","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"122187.66666666667","130370","9984.14024006741","111063","130370","97400.97862917812","146974.3547041552","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4150.6621","3","False","20","True","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","2026-06-22 04:04:26","bb64b1e8fe389f43cbc672d8d1da99fcf2a4d461","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.21","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.81","High performance","0.28","136","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5512.2242","3","False","20","True","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","2026-06-22 04:04:26","bb64b1e8fe389f43cbc672d8d1da99fcf2a4d461","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.21","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.81","High performance","0.28","136","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"81394","92999","10057.692329754376","75204","92999","56424.71109175647","106363.28890824353","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","44912.8424","3","False","20","True","True","System.Boolean[]","System.Boolean[]","System.String[]","True","False","System.Boolean[]","System.Boolean[]","True","True","ci-windows-small","2026-06-22 04:04:26","bb64b1e8fe389f43cbc672d8d1da99fcf2a4d461","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.21","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.81","High performance","0.28","136","True","False","7.6.2","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
