"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JVM","Native","Reference","Common","TestKIR","JS","FlushEarly","InstrumentPropertyAccessors","Methods","Dedicated","CILabel","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"163386.33333333334","168947","7445.925149592449","154927","168947","144901.0337085564","181871.63295811028","commonmain-plain-jar","3251.1353","3","False","20","True","True","True","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","False","ci-windows-small","System.Boolean[]","2026-06-26 03:34:54","3591dac4bce9971b59a12f1dea6e426b060af5b8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.65","High performance","0.36","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","8316.9199","3","False","20","True","True","True","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","False","ci-windows-small","System.Boolean[]","2026-06-26 03:34:54","3591dac4bce9971b59a12f1dea6e426b060af5b8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.65","High performance","0.36","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"15699.666666666666","17113","1550.0110752292492","14042","17113","11851.599627085481","19547.73370624785","commonmain-plain-win-exe","123555.5135","3","False","20","True","True","True","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","False","ci-windows-small","System.Boolean[]","2026-06-26 03:34:54","3591dac4bce9971b59a12f1dea6e426b060af5b8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.65","High performance","0.36","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"188952.66666666666","314790","109210.86472660737","118911","314790","-82174.89857118917","460080.2319045225","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","5093.4587","3","False","20","True","True","True","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","False","ci-windows-small","System.Boolean[]","2026-06-26 03:34:54","3591dac4bce9971b59a12f1dea6e426b060af5b8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.65","High performance","0.36","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","8358.7122","3","False","20","True","True","True","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","False","ci-windows-small","System.Boolean[]","2026-06-26 03:34:54","3591dac4bce9971b59a12f1dea6e426b060af5b8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.65","High performance","0.36","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"83675.66666666667","89891","7143.192026911592","75872","89891","65941.9341563411","101409.39917699224","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","47517.4207","3","False","20","True","True","True","True","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","False","ci-windows-small","System.Boolean[]","2026-06-26 03:34:54","3591dac4bce9971b59a12f1dea6e426b060af5b8","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.05","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.65","High performance","0.36","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
