"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","Common","JS","Reference","Dedicated","CILabel","InstrumentPropertyAccessors","FlushEarly","TestKIR","Native","JVM","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"84805.66666666667","87307","2282.424661042141","82836","87307","79139.30514909848","90472.02818423486","commonmain-plain-jar","1818.1201","3","False","20","System.String[]","True","True","True","False","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-04-21 01:25:02","5eec8b2be0b5e59e9ef0c57734e9522d03fde258","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","87","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6055.0375","3","False","20","System.String[]","True","True","True","False","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-04-21 01:25:02","5eec8b2be0b5e59e9ef0c57734e9522d03fde258","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","87","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"11786.333333333334","11897","137.7909043926098","11632","11897","11444.252785638626","12128.413881028042","commonmain-plain-linux-exe","16341.3189","3","False","20","System.String[]","True","True","True","False","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-04-21 01:25:02","5eec8b2be0b5e59e9ef0c57734e9522d03fde258","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","87","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"190568","210668","21041.471930452015","168697","210668","138330.31222227257","242805.68777772743","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2288.9442","3","False","20","System.String[]","True","True","True","False","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-04-21 01:25:02","5eec8b2be0b5e59e9ef0c57734e9522d03fde258","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","87","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4250.5932","3","False","20","System.String[]","True","True","True","False","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-04-21 01:25:02","5eec8b2be0b5e59e9ef0c57734e9522d03fde258","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","87","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"75996.66666666667","87792","15329.459101133782","58669","87792","37939.6571108116","114053.67622252175","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","20815.0552","3","False","20","System.String[]","True","True","True","False","ci-linux-small","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","True","System.Boolean[]","2026-04-21 01:25:02","5eec8b2be0b5e59e9ef0c57734e9522d03fde258","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 7763 64-Core Processor","2","4","15.61","13.91","145","87","0.02","160","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
