"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","Methods","FlushEarly","Enabled","JS","InstrumentPropertyAccessors","Dedicated","Native","Common","JVM","Reference","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"156933","191667","30082.83889529045","139193","191667","82249.15892300844","231616.84107699158","commonmain-plain-jar","2747.6974","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","True","True","True","True","ci-windows-small","2026-05-31 03:40:02","76ff11fd56ef75df1e17bc7115d5c09fa589deae","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.54","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.15","High performance","4.3","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","7440.8344","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","True","True","True","True","ci-windows-small","2026-05-31 03:40:02","76ff11fd56ef75df1e17bc7115d5c09fa589deae","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.54","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.15","High performance","4.3","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"18300","20020","2372.027824457378","15594","20020","12411.189117204278","24188.810882795722","commonmain-plain-win-exe","85426.6239","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","True","True","True","True","ci-windows-small","2026-05-31 03:40:02","76ff11fd56ef75df1e17bc7115d5c09fa589deae","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.54","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.15","High performance","4.3","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"110556.33333333333","111922","1264.5316656111595","109426","111922","107416.99923391387","113695.66743275279","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3104.4635","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","True","True","True","True","ci-windows-small","2026-05-31 03:40:02","76ff11fd56ef75df1e17bc7115d5c09fa589deae","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.54","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.15","High performance","4.3","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5370.7528","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","True","True","True","True","ci-windows-small","2026-05-31 03:40:02","76ff11fd56ef75df1e17bc7115d5c09fa589deae","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.54","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.15","High performance","4.3","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"80019.66666666667","81237","1848.174594926933","77893","81237","75431.37703713756","84607.95629619579","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","81632.4712","3","False","20","System.Boolean[]","System.String[]","System.Boolean[]","System.Boolean[]","True","System.Boolean[]","False","True","True","True","True","ci-windows-small","2026-05-31 03:40:02","76ff11fd56ef75df1e17bc7115d5c09fa589deae","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","2","4","2793","15.99","12.54","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.15","High performance","4.3","131","True","False","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
