"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","JS","CILabel","Methods","TestKIR","FlushEarly","Enabled","Reference","Dedicated","InstrumentPropertyAccessors","Native","JVM","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"112628.33333333333","242653","112620.50780090335","45727","242653","-166964.03279569943","392220.69946236606","commonmain-plain-jar","2034.8196","3","False","20","True","True","ci-windows-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-08 02:50:03","b60f82201997e4a317591762bc6d01280dcf6f92","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.03","High performance","0.66","133","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","6622.6546","3","False","20","True","True","ci-windows-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-08 02:50:03","b60f82201997e4a317591762bc6d01280dcf6f92","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.03","High performance","0.66","133","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"9884.666666666666","9955","61.370459777757354","9842","9955","9732.307985332855","10037.025348000478","commonmain-plain-win-exe","123771.796","3","False","20","True","True","ci-windows-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-08 02:50:03","b60f82201997e4a317591762bc6d01280dcf6f92","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.03","High performance","0.66","133","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"87422","97452","10587.803879936575","76353","97452","61136.65289310411","113707.34710689589","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4741.3081","3","False","20","True","True","ci-windows-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-08 02:50:03","b60f82201997e4a317591762bc6d01280dcf6f92","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.03","High performance","0.66","133","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6769.3418","3","False","20","True","True","ci-windows-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-08 02:50:03","b60f82201997e4a317591762bc6d01280dcf6f92","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.03","High performance","0.66","133","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"63407","73244","8543.511982785534","57843","73244","42196.82454473011","84617.1754552699","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","96565.2273","3","False","20","True","True","ci-windows-small","System.String[]","System.Boolean[]","System.Boolean[]","System.Boolean[]","True","False","System.Boolean[]","True","True","2026-05-08 02:50:03","b60f82201997e4a317591762bc6d01280dcf6f92","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Virtual_Disk NVME Premium","150","Fixed hard disk media","SCSI","28.03","High performance","0.66","133","True","False","7.4.15","21.0.11","""21.0.11""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
