"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Methods","TestKIR","Native","Common","InstrumentPropertyAccessors","Enabled","JVM","CILabel","FlushEarly","Dedicated","Reference","JS","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"161232.33333333334","178841","15290.993471103613","151303","178841","123270.81878744387","199193.84787922283","commonmain-plain-jar","3557.3398","3","False","20","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","False","True","True","2026-08-03 02:38:19","03be7e667d35d9c1a8d3bb3b26d5d85c217ebe3f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.3","High performance","0.29","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","9697.8282","3","False","20","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","False","True","True","2026-08-03 02:38:19","03be7e667d35d9c1a8d3bb3b26d5d85c217ebe3f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.3","High performance","0.29","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"16503","19037","2777.782568884757","13533","19037","9606.859890247782","23399.140109752218","commonmain-plain-win-exe","94774.1573","3","False","20","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","False","True","True","2026-08-03 02:38:19","03be7e667d35d9c1a8d3bb3b26d5d85c217ebe3f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.3","High performance","0.29","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"191550.66666666666","315009","107189.1393487854","122203","315009","-74557.7506994032","457659.0840327365","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4752.8601","3","False","20","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","False","True","True","2026-08-03 02:38:19","03be7e667d35d9c1a8d3bb3b26d5d85c217ebe3f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.3","High performance","0.29","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6407.1417","3","False","20","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","False","True","True","2026-08-03 02:38:19","03be7e667d35d9c1a8d3bb3b26d5d85c217ebe3f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.3","High performance","0.29","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"82143.66666666667","83964","2650.3283444383515","79103","83964","75563.94519932645","88723.38813400689","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","49043.5387","3","False","20","System.String[]","System.Boolean[]","True","True","System.Boolean[]","System.Boolean[]","True","ci-windows-small","System.Boolean[]","False","True","True","2026-08-03 02:38:19","03be7e667d35d9c1a8d3bb3b26d5d85c217ebe3f","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.32","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.3","High performance","0.29","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
