"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","CILabel","FlushEarly","Common","InstrumentPropertyAccessors","TestKIR","Dedicated","JVM","Methods","Reference","Native","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"72075","77755","6627.832526550441","64793","77755","55620.70215860508","88529.29784139492","commonmain-plain-jar","4032.0212","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","True","System.String[]","True","True","System.Boolean[]","2026-05-03 02:47:08","2c034e711d49968d8928ccb6617dea949739b6d1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.45","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.64","High performance","1.02","127","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-plain-node","11897.9192","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","True","System.String[]","True","True","System.Boolean[]","2026-05-03 02:47:08","2c034e711d49968d8928ccb6617dea949739b6d1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.45","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.64","High performance","1.02","127","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"12128.666666666666","12207","97.83830197490823","12019","12207","11885.77269574291","12371.560637590423","commonmain-plain-win-exe","103856.2949","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","True","System.String[]","True","True","System.Boolean[]","2026-05-03 02:47:08","2c034e711d49968d8928ccb6617dea949739b6d1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.45","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.64","High performance","1.02","127","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"126365.33333333333","141892","13452.142332481222","118212","141892","92968.961946942","159761.70471972466","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3656.0226","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","True","System.String[]","True","True","System.Boolean[]","2026-05-03 02:47:08","2c034e711d49968d8928ccb6617dea949739b6d1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.45","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.64","High performance","1.02","127","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","6024.6144","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","True","System.String[]","True","True","System.Boolean[]","2026-05-03 02:47:08","2c034e711d49968d8928ccb6617dea949739b6d1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.45","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.64","High performance","1.02","127","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"77904","81580","3197.7074600407086","75765","81580","69965.35176977003","85842.64823022997","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","93566.0299","3","False","20","True","ci-windows-small","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","False","True","System.String[]","True","True","System.Boolean[]","2026-05-03 02:47:08","2c034e711d49968d8928ccb6617dea949739b6d1","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.45","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.64","High performance","1.02","127","True","False","7.4.14","21.0.10","""21.0.10""","v22.22.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
